participant_id,condition,fsm,task,beta,sum_log_p
97,visible_beta,hard,control,0.18,-1.975507902056459
97,visible_beta,hard,control,0.19,-1.8301422863750154
97,visible_beta,hard,control,0.2,-1.6946955925125395
97,visible_beta,hard,control,0.21,-1.568603939324843
97,visible_beta,hard,control,0.22,-1.4513195444934024
97,visible_beta,hard,control,0.23,-1.3423126548692084
97,visible_beta,hard,control,0.24,-1.2410730595948405
97,visible_beta,hard,control,0.25,-1.1471112206519305
97,visible_beta,hard,control,0.26,-1.0599590580373697
97,visible_beta,hard,control,0.27,-0.9791704278122997
97,visible_beta,hard,control,0.28,-0.9043213310738871
97,visible_beta,hard,control,0.29,-0.8350098907395406
97,visible_beta,hard,control,0.3,-0.7708561311523318
97,visible_beta,hard,control,0.31,-0.711501593131222
97,visible_beta,hard,control,0.32,-0.6566088143847497
97,visible_beta,hard,control,0.33,-0.6058607023341812
97,visible_beta,hard,control,0.34,-0.558959823473168
97,visible_beta,hard,control,0.35,-0.5156276305192815
97,visible_beta,hard,control,0.36,-0.47560364585740283
97,visible_beta,hard,control,0.37,-0.43864461718412445
97,visible_beta,hard,control,0.38,-0.40452365886703395
97,visible_beta,hard,control,0.39,-0.37302939035023785
97,visible_beta,hard,control,0.0,-6.931471805599453
97,visible_beta,hard,control,0.01,-6.6901900466972
97,visible_beta,hard,control,0.02,-6.467072007131444
97,visible_beta,hard,control,0.03,-6.262015903926938
97,visible_beta,hard,control,0.04,-6.074853826456878
97,visible_beta,hard,control,0.05,-5.905354268122785
97,visible_beta,hard,control,0.06,-5.753225554585147
97,visible_beta,hard,control,0.07,-5.618120060311544
97,visible_beta,hard,control,0.08,-5.499639084786382
97,visible_beta,hard,control,0.09,-5.397338245939007
97,visible_beta,hard,control,0.1,-5.310733241476841
97,visible_beta,hard,control,0.11,-5.239305828648817
97,visible_beta,hard,control,0.12,-5.1825098788801025
97,visible_beta,hard,control,0.13,-5.139777374755567
97,visible_beta,hard,control,0.14,-5.110524231823603
97,visible_beta,hard,control,0.15,-5.094155845392324
97,visible_beta,hard,control,0.16,-5.090072281664895
97,visible_beta,hard,control,0.17,-5.09767305208429
97,visible_beta,hard,control,0.18,-5.116361428673288
97,visible_beta,hard,control,0.19,-5.145548275709046
97,visible_beta,hard,control,0.2,-5.184655388724618
97,visible_beta,hard,control,0.21,-5.2331183452493715
97,visible_beta,hard,control,0.22,-5.290388882737368
97,visible_beta,hard,control,0.23,-5.35593682779075
97,visible_beta,hard,control,0.24,-5.429251607184765
97,visible_beta,hard,control,0.25,-5.509843375545578
97,visible_beta,hard,control,0.26,-5.5972437970767945
97,visible_beta,hard,control,0.27,-5.691006519754608
97,visible_beta,hard,control,0.28,-5.790707380197499
97,visible_beta,hard,control,0.29,-5.895944376234563
97,visible_beta,hard,control,0.3,-6.006337442293693
97,visible_beta,hard,control,0.31,-6.121528060324315
97,visible_beta,hard,control,0.32,-6.241178736244679
97,visible_beta,hard,control,0.33,-6.3649723690127775
97,visible_beta,hard,control,0.34,-6.492611536485295
97,visible_beta,hard,control,0.35,-6.623817719343531
97,visible_beta,hard,control,0.36,-6.75833048159849
97,visible_beta,hard,control,0.37,-6.895906623587244
97,visible_beta,hard,control,0.38,-7.036319320969898
97,visible_beta,hard,control,0.39,-7.17935726104856
97,visible_beta,hard,control,0.0,-6.931471805599453
97,visible_beta,hard,control,0.01,-6.853867848487274
97,visible_beta,hard,control,0.02,-6.794259095859887
97,visible_beta,hard,control,0.03,-6.7525443757731445
97,visible_beta,hard,control,0.04,-6.728556800637222
97,visible_beta,hard,control,0.05,-6.722066305132652
97,visible_beta,hard,control,0.06,-6.73278308176176
97,visible_beta,hard,control,0.07,-6.760361804554725
97,visible_beta,hard,control,0.08,-6.804406510881737
97,visible_beta,hard,control,0.09,-6.864475997515782
97,visible_beta,hard,control,0.1,-6.940089580323017
97,visible_beta,hard,control,0.11,-7.030733067007028
97,visible_beta,hard,control,0.12,-7.135864798543206
97,visible_beta,hard,control,0.13,-7.254921626324457
97,visible_beta,hard,control,0.14,-7.387324707404562
97,visible_beta,hard,control,0.15,-7.53248501828836
97,visible_beta,hard,control,0.16,-7.689808507220309
97,visible_beta,hard,control,0.17,-7.858700824718983
97,visible_beta,hard,control,0.18,-8.038571591224223
97,visible_beta,hard,control,0.19,-8.228838178406198
97,visible_beta,hard,control,0.2,-8.428928996393157
97,visible_beta,hard,control,0.21,-8.63828629258041
97,visible_beta,hard,control,0.22,-8.856368478647484
97,visible_beta,hard,control,0.23,-9.08265201094951
97,visible_beta,hard,control,0.24,-9.316632855696149
97,visible_beta,hard,control,0.25,-9.55782757450391
97,visible_beta,hard,control,0.26,-9.805774068271974
97,visible_beta,hard,control,0.27,-10.060032018177639
97,visible_beta,hard,control,0.28,-10.320183062205459
97,visible_beta,hard,control,0.29,-10.585830744290748
97,visible_beta,hard,control,0.3,-10.856600271123751
97,visible_beta,hard,control,0.31,-11.132138109144957
97,visible_beta,hard,control,0.32,-11.412111451450784
97,visible_beta,hard,control,0.33,-11.696207581373386
97,visible_beta,hard,control,0.34,-11.984133156519531
97,visible_beta,hard,control,0.35,-12.275613434141945
97,visible_beta,hard,control,0.36,-12.570391455939616
97,visible_beta,hard,control,0.37,-12.868227207785889
97,visible_beta,hard,control,0.38,-13.168896767493594
97,visible_beta,hard,control,0.39,-13.47219145155941
97,visible_beta,hard,control,0.0,-6.931471805599453
97,visible_beta,hard,control,0.01,-6.581128412295376
97,visible_beta,hard,control,0.02,-6.24967542589761
97,visible_beta,hard,control,0.03,-5.937002969133523
97,visible_beta,hard,control,0.04,-5.64292983933653
97,visible_beta,hard,control,0.05,-5.367206329187419
97,visible_beta,hard,control,0.06,-5.109518042973163
97,visible_beta,hard,control,0.07,-4.8694905847835255
97,visible_beta,hard,control,0.08,-4.646694971991503
97,visible_beta,hard,control,0.09,-4.440653611998405
97,visible_beta,hard,control,0.1,-4.250846672873488
97,visible_beta,hard,control,0.11,-4.076718678911583
97,visible_beta,hard,control,0.12,-3.917685169504707
97,visible_beta,hard,control,0.13,-3.773139272934292
97,visible_beta,hard,control,0.14,-3.642458064362684
97,visible_beta,hard,control,0.15,-3.5250085979643013
97,visible_beta,hard,control,0.16,-3.4201535253486486
97,visible_beta,hard,control,0.17,-3.327256234884077
97,visible_beta,hard,control,0.18,-3.2456854681329035
97,visible_beta,hard,control,0.19,-3.1748193894997585
97,visible_beta,hard,control,0.2,-3.1140491027766313
97,visible_beta,hard,control,0.21,-3.062781623183518
97,visible_beta,hard,control,0.22,-3.020442325611104
97,visible_beta,hard,control,0.23,-2.986476899105613
97,visible_beta,hard,control,0.24,-2.96035284436346
97,visible_beta,hard,control,0.25,-2.941560555384194
97,visible_beta,hard,control,0.26,-2.9296140287787638
97,visible_beta,hard,control,0.27,-2.9240512448836413
97,visible_beta,hard,control,0.28,-2.924434264126152
97,visible_beta,hard,control,0.29,-2.9303490803391523
97,visible_beta,hard,control,0.3,-2.9414052702205002
97,visible_beta,hard,control,0.31,-2.9572354751227548
97,visible_beta,hard,control,0.32,-2.9774947480507707
97,visible_beta,hard,control,0.33,-3.0018597953081394
97,visible_beta,hard,control,0.34,-3.0300281388010317
97,visible_beta,hard,control,0.35,-3.0617172216795496
97,visible_beta,hard,control,0.36,-3.096663476843433
97,visible_beta,hard,control,0.37,-3.1346213749089133
97,visible_beta,hard,control,0.38,-3.175362465554237
97,visible_beta,hard,control,0.39,-3.2186744237465077
97,visible_beta,hard,control,0.0,-6.931471805599453
97,visible_beta,hard,control,0.01,-6.598210409646066
97,visible_beta,hard,control,0.02,-6.283973056822014
97,visible_beta,hard,control,0.03,-5.988648738891404
97,visible_beta,hard,control,0.04,-5.712054389450368
97,visible_beta,hard,control,0.05,-5.453937735764271
97,visible_beta,hard,control,0.06,-5.213981157184953
97,visible_beta,hard,control,0.07,-4.991806425275803
97,visible_beta,hard,control,0.08,-4.786980177441034
97,visible_beta,hard,control,0.09,-4.5990199603059105
97,visible_beta,hard,control,0.1,-4.427400671637429
97,visible_beta,hard,control,0.11,-4.271561229959925
97,visible_beta,hard,control,0.12,-4.1309113084377875
97,visible_beta,hard,control,0.13,-4.00483798291839
97,visible_beta,hard,control,0.14,-3.892712161864726
97,visible_beta,hard,control,0.15,-3.793894686774174
97,visible_beta,hard,control,0.16,-3.7077420141241184
97,visible_beta,hard,control,0.17,-3.6336114125878614
97,visible_beta,hard,control,0.18,-3.5708656311131355
97,visible_beta,hard,control,0.19,-3.5188770135844303
97,visible_beta,hard,control,0.2,-3.477031053591226
97,visible_beta,hard,control,0.21,-3.44472939793439
97,visible_beta,hard,control,0.22,-3.421392319776489
97,visible_beta,hard,control,0.23,-3.40646069181067
97,visible_beta,hard,control,0.24,-3.3993974966545553
97,visible_beta,hard,control,0.25,-3.3996889161310024
97,visible_beta,hard,control,0.26,-3.4068450434934316
97,visible_beta,hard,control,0.27,-3.4204002633301114
97,visible_beta,hard,control,0.28,-3.439913343179139
97,visible_beta,hard,control,0.29,-3.4649672791245387
97,visible_beta,hard,control,0.3,-3.4951689351136523
97,visible_beta,hard,control,0.31,-3.5301485126891885
97,visible_beta,hard,control,0.32,-3.5695588844775865
97,visible_beta,hard,control,0.33,-3.613074821291311
97,visible_beta,hard,control,0.34,-3.6603921392209657
97,visible_beta,hard,control,0.35,-3.711226789715684
97,visible_beta,hard,control,0.36,-3.765313912449689
97,visible_beta,hard,control,0.37,-3.822406867797937
97,visible_beta,hard,control,0.38,-3.8822762630231913
97,visible_beta,hard,control,0.39,-3.9447089838244405
97,visible_beta,hard,control,0.0,-6.931471805599453
97,visible_beta,hard,control,0.01,-6.577988963915298
97,visible_beta,hard,control,0.02,-6.2393846296535695
97,visible_beta,hard,control,0.03,-5.915574775576855
97,visible_beta,hard,control,0.04,-5.606420813194594
97,visible_beta,hard,control,0.05,-5.311731726741263
97,visible_beta,hard,control,0.06,-5.031266961046138
97,visible_beta,hard,control,0.07,-4.764739970458085
97,visible_beta,hard,control,0.08,-4.511822318595617
97,visible_beta,hard,control,0.09,-4.272148207059775
97,visible_beta,hard,control,0.1,-4.045319305610259
97,visible_beta,hard,control,0.11,-3.830909756469735
97,visible_beta,hard,control,0.12,-3.628471230824262
97,visible_beta,hard,control,0.13,-3.4375379253840768
97,visible_beta,hard,control,0.14,-3.2576314000354234
97,visible_beta,hard,control,0.15,-3.088265173054076
97,visible_beta,hard,control,0.16,-2.928949006988648
97,visible_beta,hard,control,0.17,-2.779192835178759
97,visible_beta,hard,control,0.18,-2.6385102951221797
97,visible_beta,hard,control,0.19,-2.506421849900323
97,visible_beta,hard,control,0.2,-2.3824574921570143
97,visible_beta,hard,control,0.21,-2.2661590364271
97,visible_beta,hard,control,0.22,-2.1570820148157916
97,visible_beta,hard,control,0.23,-2.054797198155666
97,visible_beta,hard,control,0.24,-1.9588917699360586
97,visible_beta,hard,control,0.25,-1.8689701836995236
97,visible_beta,hard,control,0.26,-1.784654736464501
97,visible_beta,hard,control,0.27,-1.705585891313428
97,visible_beta,hard,control,0.28,-1.6314223818324547
97,visible_beta,hard,control,0.29,-1.5618411298401957
97,visible_beta,hard,control,0.3,-1.4965370060138834
97,visible_beta,hard,control,0.31,-1.4352224607993935
97,visible_beta,hard,control,0.32,-1.3776270505349184
97,visible_beta,hard,control,0.33,-1.3234968811552177
97,visible_beta,hard,control,0.34,-1.272593989275397
97,visible_beta,hard,control,0.35,-1.2246956779564995
97,visible_beta,hard,control,0.36,-1.179593822084644
97,visible_beta,hard,control,0.37,-1.1370941560880206
97,visible_beta,hard,control,0.38,-1.097015554693879
97,visible_beta,hard,control,0.39,-1.0591893156014591
97,visible_beta,hard,control,0.0,-6.931471805599453
97,visible_beta,hard,control,0.01,-6.804037002815541
97,visible_beta,hard,control,0.02,-6.691480707454055
97,visible_beta,hard,control,0.03,-6.5937188922775825
97,visible_beta,hard,control,0.04,-6.510612968795564
97,visible_beta,hard,control,0.05,-6.441971921242476
97,visible_beta,hard,control,0.06,-6.387555194447593
97,visible_beta,hard,control,0.07,-6.347076242759784
97,visible_beta,hard,control,0.08,-6.320206629797556
97,visible_beta,hard,control,0.09,-6.306580557161957
97,visible_beta,hard,control,0.1,-6.305799694612683
97,visible_beta,hard,control,0.11,-6.317438184372401
97,visible_beta,hard,control,0.12,-6.341047697627172
97,visible_beta,hard,control,0.13,-6.376162431087228
97,visible_beta,hard,control,0.14,-6.422303944638816
97,visible_beta,hard,control,0.15,-6.478985756557712
97,visible_beta,hard,control,0.16,-6.545717629392525
97,visible_beta,hard,control,0.17,-6.62200949648288
97,visible_beta,hard,control,0.18,-6.707374995326543
97,visible_beta,hard,control,0.19,-6.801334589004929
97,visible_beta,hard,control,0.2,-6.903418270161864
97,visible_beta,hard,control,0.21,-7.013167853332191
97,visible_beta,hard,control,0.22,-7.130138870621124
97,visible_beta,hard,control,0.23,-7.253902092861242
97,visible_beta,hard,control,0.24,-7.384044703541875
97,visible_beta,hard,control,0.25,-7.520171156205584
97,visible_beta,hard,control,0.26,-7.661903747870804
97,visible_beta,hard,control,0.27,-7.808882941619972
97,visible_beta,hard,control,0.28,-7.960767471039243
97,visible_beta,hard,control,0.29,-8.117234257947226
97,visible_beta,hard,control,0.3,-8.277978173021156
97,visible_beta,hard,control,0.31,-8.442711666706906
97,visible_beta,hard,control,0.32,-8.611164295342673
97,visible_beta,hard,control,0.33,-8.783082164863217
97,visible_beta,hard,control,0.34,-8.95822731188364
97,visible_beta,hard,control,0.35,-9.136377039464984
97,visible_beta,hard,control,0.36,-9.317323222493371
97,visible_beta,hard,control,0.37,-9.500871595396989
97,visible_beta,hard,control,0.38,-9.686841032903093
97,visible_beta,hard,control,0.39,-9.875062832710912
97,visible_beta,hard,control,0.0,-6.931471805599453
97,visible_beta,hard,control,0.01,-6.506513851773263
97,visible_beta,hard,control,0.02,-6.100577750935903
97,visible_beta,hard,control,0.03,-5.713551746105634
97,visible_beta,hard,control,0.04,-5.345251552812056
97,visible_beta,hard,control,0.05,-4.995423254101601
97,visible_beta,hard,control,0.06,-4.66374721631779
97,visible_beta,hard,control,0.07,-4.349842897980016
97,visible_beta,hard,control,0.08,-4.053274400305461
97,visible_beta,hard,control,0.09,-3.7735565921378873
97,visible_beta,hard,control,0.1,-3.510161634576859
97,visible_beta,hard,control,0.11,-3.2625257311554825
97,visible_beta,hard,control,0.12,-3.0300559371933398
97,visible_beta,hard,control,0.13,-2.8121368757631897
97,visible_beta,hard,control,0.14,-2.6081372261205864
97,visible_beta,hard,control,0.15,-2.4174158719230583
97,visible_beta,hard,control,0.16,-2.239327619612944
97,visible_beta,hard,control,0.17,-2.0732284206005156
97,visible_beta,hard,control,0.18,-1.9184800532214428
97,visible_beta,hard,control,0.19,-1.7744542409712263
97,visible_beta,hard,control,0.2,-1.640536201622143
97,visible_beta,hard,control,0.21,-1.5161276371422712
97,visible_beta,hard,control,0.22,-1.4006491867215174
97,visible_beta,hard,control,0.23,-1.2935423747090677
97,visible_beta,hard,control,0.24,-1.1942710920613433
97,visible_beta,hard,control,0.25,-1.102322654265328
97,visible_beta,hard,control,0.26,-1.0172084809704327
97,visible_beta,hard,control,0.27,-0.9384644430873035
97,visible_beta,hard,control,0.28,-0.8656509222460589
97,visible_beta,hard,control,0.29,-0.7983526255798724
97,visible_beta,hard,control,0.3,-0.7361781961104505
97,visible_beta,hard,control,0.31,-0.678759655817439
97,visible_beta,hard,control,0.32,-0.6257517149899567
97,visible_beta,hard,control,0.33,-0.5768309778596007
97,visible_beta,hard,control,0.34,-0.5316950709360806
97,visible_beta,hard,control,0.35,-0.49006171701061124
97,visible_beta,hard,control,0.36,-0.4516677745299841
97,visible_beta,hard,control,0.37,-0.4162682590230556
97,visible_beta,hard,control,0.38,-0.38363536050824376
97,visible_beta,hard,control,0.39,-0.3535574683370808
97,visible_beta,hard,control,0.0,-6.931471805599453
97,visible_beta,hard,control,0.01,-6.709241854667431
97,visible_beta,hard,control,0.02,-6.503862063090224
97,visible_beta,hard,control,0.03,-6.315236559220781
97,visible_beta,hard,control,0.04,-6.14320721154677
97,visible_beta,hard,control,0.05,-5.987556052501647
97,visible_beta,hard,control,0.06,-5.848008559167589
97,visible_beta,hard,control,0.07,-5.724237685963057
97,visible_beta,hard,control,0.08,-5.615868524714061
97,visible_beta,hard,control,0.09,-5.522483454300915
97,visible_beta,hard,control,0.1,-5.443627635618392
97,visible_beta,hard,control,0.11,-5.378814707671443
97,visible_beta,hard,control,0.12,-5.327532546620699
97,visible_beta,hard,control,0.13,-5.289248960544868
97,visible_beta,hard,control,0.14,-5.263417207453373
97,visible_beta,hard,control,0.15,-5.249481241431418
97,visible_beta,hard,control,0.16,-5.246880610523219
97,visible_beta,hard,control,0.17,-5.255054948958201
97,visible_beta,hard,control,0.18,-5.273448024668098
97,visible_beta,hard,control,0.19,-5.30151132000185
97,visible_beta,hard,control,0.2,-5.338707138603543
97,visible_beta,hard,control,0.21,-5.384511244263248
97,visible_beta,hard,control,0.22,-5.438415048048448
97,visible_beta,hard,control,0.23,-5.49992736819024
97,visible_beta,hard,control,0.24,-5.568575793162663
97,visible_beta,hard,control,0.25,-5.643907682364223
97,visible_beta,hard,control,0.26,-5.725490841044056
97,visible_beta,hard,control,0.27,-5.812913906890451
97,visible_beta,hard,control,0.28,-5.905786485295737
97,visible_beta,hard,control,0.29,-6.003739068994773
97,visible_beta,hard,control,0.3,-6.106422775785925
97,visible_beta,hard,control,0.31,-6.213508935594297
97,visible_beta,hard,control,0.32,-6.324688555406334
97,visible_beta,hard,control,0.33,-6.439671687738608
97,visible_beta,hard,control,0.34,-6.5581867254173085
97,visible_beta,hard,control,0.35,-6.679979642626994
97,visible_beta,hard,control,0.36,-6.80481319950103
97,visible_beta,hard,control,0.37,-6.932466125016124
97,visible_beta,hard,control,0.38,-7.062732290645868
97,visible_beta,hard,control,0.39,-7.195419885137738
97,visible_beta,hard,control,0.0,-6.931471805599453
97,visible_beta,hard,control,0.01,-6.836297290763211
97,visible_beta,hard,control,0.02,-6.755977925687477
97,visible_beta,hard,control,0.03,-6.690431056663964
97,visible_beta,hard,control,0.04,-6.639520334036337
97,visible_beta,hard,control,0.05,-6.603057773228927
97,visible_beta,hard,control,0.06,-6.580806545536527
97,visible_beta,hard,control,0.07,-6.57248441045334
97,visible_beta,hard,control,0.08,-6.5777676846719375
97,visible_beta,hard,control,0.09,-6.596295631644868
97,visible_beta,hard,control,0.1,-6.627675150003107
97,visible_beta,hard,control,0.11,-6.671485638998103
97,visible_beta,hard,control,0.12,-6.727283923963412
97,visible_beta,hard,control,0.13,-6.7946091337991055
97,visible_beta,hard,control,0.14,-6.872987434719172
97,visible_beta,hard,control,0.15,-6.961936538948429
97,visible_beta,hard,control,0.16,-7.060969922705863
97,visible_beta,hard,control,0.17,-7.169600703747263
97,visible_beta,hard,control,0.18,-7.2873451441795485
97,visible_beta,hard,control,0.19,-7.413725758586726
97,visible_beta,hard,control,0.2,-7.548274020282139
97,visible_beta,hard,control,0.21,-7.690532669451178
97,visible_beta,hard,control,0.22,-7.8400576359509015
97,visible_beta,hard,control,0.23,-7.996419596590186
97,visible_beta,hard,control,0.24,-8.15920519192477
97,visible_beta,hard,control,0.25,-8.328017931132202
97,visible_beta,hard,control,0.26,-8.502478815590745
97,visible_beta,hard,control,0.27,-8.682226712602688
97,visible_beta,hard,control,0.28,-8.866918510506949
97,visible_beta,hard,control,0.29,-9.056229085440611
97,visible_beta,hard,control,0.3,-9.249851108435205
97,visible_beta,hard,control,0.31,-9.447494719550157
97,visible_beta,hard,control,0.32,-9.648887093503854
97,visible_beta,hard,control,0.33,-9.853771918887647
97,visible_beta,hard,control,0.34,-10.06190881063885
97,visible_beta,hard,control,0.35,-10.273072673082606
97,visible_beta,hard,control,0.36,-10.487053028585324
97,visible_beta,hard,control,0.37,-10.703653324733432
97,visible_beta,hard,control,0.38,-10.922690230985687
97,visible_beta,hard,control,0.39,-11.143992933958975
97,visible_beta,hard,control,0.0,-6.931471805599453
97,visible_beta,hard,control,0.01,-7.189390051934535
97,visible_beta,hard,control,0.02,-7.464450995702925
97,visible_beta,hard,control,0.03,-7.75656324165942
97,visible_beta,hard,control,0.04,-8.06557594839114
97,visible_beta,hard,control,0.05,-8.391281004960016
97,visible_beta,hard,control,0.06,-8.733415982295046
97,visible_beta,hard,control,0.07,-9.09166776970821
97,visible_beta,hard,control,0.08,-9.465676789682147
97,visible_beta,hard,control,0.09,-9.855041672180622
97,visible_beta,hard,control,0.1,-10.259324263422652
97,visible_beta,hard,control,0.11,-10.67805484321228
97,visible_beta,hard,control,0.12,-11.110737429063672
97,visible_beta,hard,control,0.13,-11.556855053778778
97,visible_beta,hard,control,0.14,-12.01587491492019
97,visible_beta,hard,control,0.15,-12.48725330878944
97,visible_beta,hard,control,0.16,-12.970440277087025
97,visible_beta,hard,control,0.17,-13.464883910481252
97,visible_beta,hard,control,0.18,-13.9700342690574
97,visible_beta,hard,control,0.19,-14.48534689441802
97,visible_beta,hard,control,0.2,-15.010285901587693
97,visible_beta,hard,control,0.21,-15.544326650530664
97,visible_beta,hard,control,0.22,-16.086958006856957
97,visible_beta,hard,control,0.23,-16.63768420913535
97,visible_beta,hard,control,0.24,-17.196026366215488
97,visible_beta,hard,control,0.25,-17.761523612223492
97,visible_beta,hard,control,0.26,-18.333733949622836
97,visible_beta,hard,control,0.27,-18.912234812138507
97,visible_beta,hard,control,0.28,-19.496623379648856
97,visible_beta,hard,control,0.29,-20.086516676575698
97,visible_beta,hard,control,0.3,-20.681551484050484
97,visible_beta,hard,control,0.31,-21.28138409438742
97,visible_beta,hard,control,0.32,-21.885689934310765
97,visible_beta,hard,control,0.33,-22.494163081098094
97,visible_beta,hard,control,0.34,-23.106515693422658
97,visible_beta,hard,control,0.35,-23.722477376293046
97,visible_beta,hard,control,0.36,-24.34179449716325
97,visible_beta,hard,control,0.37,-24.964229468068304
97,visible_beta,hard,control,0.38,-25.589560006564067
97,visible_beta,hard,control,0.39,-26.217578386335088
97,hidden_beta,hard,control,0.0,-6.931471805599453
97,hidden_beta,hard,control,0.01,-6.830209520312336
97,hidden_beta,hard,control,0.02,-6.7408430973820685
97,hidden_beta,hard,control,0.03,-6.663324435864343
97,hidden_beta,hard,control,0.04,-6.597573959446283
97,hidden_beta,hard,control,0.05,-6.543481489340171
97,hidden_beta,hard,control,0.06,-6.500907436993659
97,hidden_beta,hard,control,0.07,-6.469684288758192
97,hidden_beta,hard,control,0.08,-6.449618348706945
97,hidden_beta,hard,control,0.09,-6.4404917011697975
97,hidden_beta,hard,control,0.1,-6.442064351371587
97,hidden_beta,hard,control,0.11,-6.454076500855439
97,hidden_beta,hard,control,0.12,-6.476250914102729
97,hidden_beta,hard,control,0.13,-6.508295333815742
97,hidden_beta,hard,control,0.14,-6.5499049045449365
97,hidden_beta,hard,control,0.15,-6.600764567519398
97,hidden_beta,hard,control,0.16,-6.660551393454113
97,hidden_beta,hard,control,0.17,-6.728936824533375
97,hidden_beta,hard,control,0.18,-6.805588801485824
97,hidden_beta,hard,control,0.19,-6.890173756471177
97,hidden_beta,hard,control,0.2,-6.9823584572168125
97,hidden_beta,hard,control,0.21,-7.081811692328738
97,hidden_beta,hard,control,0.22,-7.188205791845151
97,hidden_beta,hard,control,0.23,-7.3012179808218445
97,hidden_beta,hard,control,0.24,-7.420531566988455
97,hidden_beta,hard,control,0.25,-7.545836966270263
97,hidden_beta,hard,control,0.26,-7.676832572231978
97,hidden_beta,hard,control,0.27,-7.813225477285631
97,hidden_beta,hard,control,0.28,-7.95473205484547
97,hidden_beta,hard,control,0.29,-8.101078412549562
97,hidden_beta,hard,control,0.3,-8.252000727246578
97,hidden_beta,hard,control,0.31,-8.407245472716301
97,hidden_beta,hard,control,0.32,-8.566569551102187
97,hidden_beta,hard,control,0.33,-8.729740338831864
97,hidden_beta,hard,control,0.34,-8.89653565742962
97,hidden_beta,hard,control,0.35,-9.066743679125302
97,hidden_beta,hard,control,0.36,-9.240162776570507
97,hidden_beta,hard,control,0.37,-9.416601325317627
97,hidden_beta,hard,control,0.38,-9.595877467025428
97,hidden_beta,hard,control,0.39,-9.777818840648193
97,hidden_beta,hard,control,0.0,-6.931471805599453
97,hidden_beta,hard,control,0.01,-6.926059431097631
97,hidden_beta,hard,control,0.02,-6.926779302422739
97,hidden_beta,hard,control,0.03,-6.933607362971139
97,hidden_beta,hard,control,0.04,-6.9465038324574
97,hidden_beta,hard,control,0.05,-6.965413669559519
97,hidden_beta,hard,control,0.06,-6.990267203135642
97,hidden_beta,hard,control,0.07,-7.020980916397434
97,hidden_beta,hard,control,0.08,-7.057458365143026
97,hidden_beta,hard,control,0.09,-7.09959120864578
97,hidden_beta,hard,control,0.1,-7.1472603301285185
97,hidden_beta,hard,control,0.11,-7.200337022941291
97,hidden_beta,hard,control,0.12,-7.258684218574154
97,hidden_beta,hard,control,0.13,-7.322157733403776
97,hidden_beta,hard,control,0.14,-7.390607512492851
97,hidden_beta,hard,control,0.15,-7.463878850710381
97,hidden_beta,hard,control,0.16,-7.541813573784566
97,hidden_beta,hard,control,0.17,-7.624251164501639
97,hidden_beta,hard,control,0.18,-7.711029821992874
97,hidden_beta,hard,control,0.19,-7.801987444791269
97,hidden_beta,hard,control,0.2,-7.896962530987975
97,hidden_beta,hard,control,0.21,-7.99579499129692
97,hidden_beta,hard,control,0.22,-8.098326873083488
97,hidden_beta,hard,control,0.23,-8.204402995390799
97,hidden_beta,hard,control,0.24,-8.313871496682582
97,hidden_beta,hard,control,0.25,-8.426584298409907
97,hidden_beta,hard,control,0.26,-8.54239748860657
97,hidden_beta,hard,control,0.27,-8.661171630542134
97,hidden_beta,hard,control,0.28,-8.782772002036289
97,hidden_beta,hard,control,0.29,-8.90706877139191
97,hidden_beta,hard,control,0.3,-9.033937116067351
97,hidden_beta,hard,control,0.31,-9.163257290212584
97,hidden_beta,hard,control,0.32,-9.29491464706832
97,hidden_beta,hard,control,0.33,-9.428799622000714
97,hidden_beta,hard,control,0.34,-9.564807681641842
97,hidden_beta,hard,control,0.35,-9.702839244250189
97,hidden_beta,hard,control,0.36,-9.842799576015237
97,hidden_beta,hard,control,0.37,-9.984598667621862
97,hidden_beta,hard,control,0.38,-10.128151094976827
97,hidden_beta,hard,control,0.39,-10.273375867591371
97,hidden_beta,hard,control,0.0,-6.931471805599453
97,hidden_beta,hard,control,0.01,-6.782762743811555
97,hidden_beta,hard,control,0.02,-6.645548982781584
97,hidden_beta,hard,control,0.03,-6.519781217312657
97,hidden_beta,hard,control,0.04,-6.405377911009541
97,hidden_beta,hard,control,0.05,-6.302226237902445
97,hidden_beta,hard,control,0.06,-6.210183367914118
97,hidden_beta,hard,control,0.07,-6.129078065051989
97,hidden_beta,hard,control,0.08,-6.058712560603189
97,hidden_beta,hard,control,0.09,-5.998864658516312
97,hidden_beta,hard,control,0.1,-5.94929002670128
97,hidden_beta,hard,control,0.11,-5.909724626204906
97,hidden_beta,hard,control,0.12,-5.879887230074598
97,hidden_beta,hard,control,0.13,-5.859481985077733
97,hidden_beta,hard,control,0.14,-5.84820097210995
97,hidden_beta,hard,control,0.15,-5.845726724868019
97,hidden_beta,hard,control,0.16,-5.851734670924183
97,hidden_beta,hard,control,0.17,-5.8658954644537875
97,hidden_beta,hard,control,0.18,-5.887877185281276
97,hidden_beta,hard,control,0.19,-5.917347384388025
97,hidden_beta,hard,control,0.2,-5.953974961366622
97,hidden_beta,hard,control,0.21,-5.997431864345576
97,hidden_beta,hard,control,0.22,-6.0473946075196245
97,hidden_beta,hard,control,0.23,-6.103545605517087
97,hidden_beta,hard,control,0.24,-6.165574327365311
97,hidden_beta,hard,control,0.25,-6.233178275758674
97,hidden_beta,hard,control,0.26,-6.306063799697092
