participant_id,fsm_type,trial_number,trial_type,trial_id,state_1,response_1,state_2,state_3,option_1,option_2,control_correct,response,response_correct,option_1_p,option_2_p,option_1_p_mm,option_2_p_mm,R_i_mm_eps_0.1,option_1_p_mm_an,option_2_p_mm_an,R_i_mm_an_eps_0.1,task,response_2,prediction_correct,explanation_1_decrease,explanation_2_decrease,explanation_correct
24,easy,11,visible,easy_c_vis_0a2,0,a,2.0,2.0,a,b,b,a,False,0.0,1.0,0.0,1.0,2.3978952727983707,,,,control,,,,,
24,easy,12,visible,easy_c_vis_2b2,2,b,2.0,2.0,a,b,b,b,True,0.0,1.0,0.0,1.0,2.3978952727983707,,,,control,,,,,
24,easy,13,visible,easy_c_vis_0a3,0,a,2.0,3.0,a,b,a,a,True,0.4,0.0,0.45454545454545453,0.0,1.7129785913749407,,,,control,,,,,
24,easy,14,hidden,easy_c_hid_21-ab-aa,2,,,1.0,ab,aa,aa,aa,True,0.0,0.24,0.0,0.303030303030303,1.3938415667552733,0.0,0.0,0.0,control,,,,,
24,easy,15,hidden,easy_c_hid_31-aa-ba,3,,,1.0,aa,ba,ba,aa,False,0.0,0.6,0.0,0.6666666666666666,2.0368819272610397,0.0,0.6666666666666666,2.0368819272610397,control,,,,,
24,easy,16,visible,easy_c_vis_0b3,0,b,2.0,3.0,a,b,a,b,False,0.4,0.0,0.45454545454545453,0.0,1.7129785913749407,,,,control,,,,,
24,easy,17,hidden,easy_c_hid_02-aa-bb,0,,,2.0,aa,bb,bb,bb,True,0.0,1.0,0.0,1.0,2.3978952727983707,0.0,1.0,2.3978952727983707,control,,,,,
24,easy,18,hidden,easy_c_hid_33-bb-ba,3,,,3.0,bb,ba,bb,bb,True,1.0,0.0,1.0,0.0,2.3978952727983707,1.0,0.0,2.3978952727983707,control,,,,,
24,easy,19,hidden,easy_c_hid_23-aa-ab,2,,,3.0,aa,ab,ab,ab,True,0.0,0.4,0.0,0.45454545454545453,1.7129785913749407,0.0,0.0,0.0,control,,,,,
25,hard,1,hidden,hard_p_hid_3ab23,3,a,,,2,3,,3,True,0.0,0.4,0.0,0.28564453125,1.3497458556871962,0.0,0.0,0.0,prediction,b,3.0,,,
25,hard,2,hidden,hard_p_hid_2aa23,2,a,,,2,3,,2,True,1.0,0.0,1.0,0.0,2.3978952727983707,1.0,0.0,2.3978952727983707,prediction,a,2.0,,,
25,hard,3,visible,hard_p_vis_2b1a31,2,b,1.0,,3,1,,3,False,0.0,0.6,0.0,0.5,1.791759469228055,,,,prediction,a,1.0,,,
25,hard,4,hidden,hard_p_hid_1ba30,1,b,,,3,0,,0,True,0.0,0.4,0.0,0.414306640625,1.6376494786771434,0.0,0.5,1.791759469228055,prediction,a,0.0,,,
25,hard,5,visible,hard_p_vis_0a3b21,0,a,3.0,,2,1,,1,False,0.6,0.0,0.6,0.0,1.9459101490553132,,,,prediction,b,2.0,,,
25,hard,6,visible,hard_p_vis_2b1b10,2,b,1.0,,1,0,,1,True,0.6,0.0,0.6,0.0,1.9459101490553132,,,,prediction,b,1.0,,,
25,hard,7,hidden,hard_p_hid_0aa10,0,a,,,1,0,,1,False,0.0,0.4,0.0,0.28564453125,1.3497458556871962,0.0,0.28564453125,1.3497458556871962,prediction,a,0.0,,,
25,hard,8,visible,hard_p_vis_0a3a30,0,a,3.0,,3,0,,3,False,0.0,0.4,0.0,0.2857142857142857,1.3499267169490157,,,,prediction,a,0.0,,,
25,hard,9,hidden,hard_p_hid_1ba32,1,b,,,3,2,,2,True,0.0,0.24,0.0,0.28564453125,1.3497458556871962,0.0,0.0,0.0,prediction,a,2.0,,,
25,hard,10,visible,hard_p_vis_1a0a30,1,a,0.0,,3,0,,0,False,1.0,0.0,1.0,0.0,2.3978952727983707,,,,prediction,a,3.0,,,
25,hard,11,visible,hard_p_vis_2a2b03,2,a,2.0,,0,3,,0,True,0.4,0.0,0.375,0.0,1.5581446180465497,,,,prediction,b,0.0,,,
25,hard,12,hidden,hard_p_hid_3aa03,3,a,,,0,3,,3,True,0.0,0.4,0.0,0.28564453125,1.3497458556871962,0.0,0.0,0.0,prediction,a,3.0,,,
25,hard,13,hidden,hard_p_hid_3bb13,3,b,,,1,3,,1,True,0.36,0.16,0.375,0.1600341796875,0.6025017213227278,0.625,0.0,1.9810014688665833,prediction,b,1.0,,,
25,hard,14,visible,hard_p_vis_0b3a21,0,b,3.0,,2,1,,2,True,0.6,0.0,0.7142857142857143,0.0,2.097141118779237,,,,prediction,a,2.0,,,
25,hard,15,visible,hard_p_vis_3b2a12,3,b,2.0,,1,2,,2,True,0.0,1.0,0.0,1.0,2.3978952727983707,,,,prediction,a,2.0,,,
25,hard,16,visible,hard_p_vis_3a0b30,3,a,0.0,,3,0,,3,True,1.0,0.0,1.0,0.0,2.3978952727983707,,,,prediction,b,3.0,,,
25,hard,17,hidden,hard_p_hid_2bb13,2,b,,,1,3,,1,False,0.36,0.64,0.375,0.625,0.4228568508200336,0.60009765625,0.39990234375,0.336807067395289,prediction,b,3.0,,,
25,hard,18,visible,hard_p_vis_1b3b30,1,b,3.0,,3,0,,0,False,0.4,0.0,0.4,0.0,1.6094379124341003,,,,prediction,b,3.0,,,
25,hard,19,hidden,hard_p_hid_2ab12,2,a,,,1,2,,1,True,0.6,0.0,0.625,0.0,1.9810014688665833,0.625,0.0,1.9810014688665833,prediction,b,1.0,,,
25,hard,20,hidden,hard_p_hid_1aa32,1,a,,,3,2,,2,False,0.4,0.0,0.5,0.0,1.791759469228055,1.0,0.0,2.3978952727983707,prediction,a,3.0,,,
26,easy,1,visible,easy_p_vis_2a3a03,2,a,3.0,,0,3,,0,True,0.4,0.0,0.5,0.0,1.791759469228055,,,,prediction,a,0.0,,,
26,easy,2,visible,easy_p_vis_3b3a13,3,b,3.0,,1,3,,3,False,0.6,0.0,0.5,0.0,1.791759469228055,,,,prediction,a,1.0,,,
26,easy,3,hidden,easy_p_hid_0aa10,0,a,,,1,0,,0,True,0.0,0.6,0.0,0.63623046875,1.9963730206122487,0.0,0.63623046875,1.9963730206122487,prediction,a,0.0,,,
26,easy,4,visible,easy_p_vis_3b3b13,3,b,3.0,,1,3,,3,True,0.0,1.0,0.0,1.0,2.3978952727983707,,,,prediction,b,3.0,,,
26,easy,5,visible,easy_p_vis_1b0b21,1,b,0.0,,2,1,,2,True,1.0,0.0,1.0,0.0,2.3978952727983707,,,,prediction,b,2.0,,,
26,easy,6,hidden,easy_p_hid_2ba13,2,b,,,1,3,,1,False,0.0,0.4,0.0,0.363525390625,1.5336909777224,0.0,0.363525390625,1.5336909777224,prediction,a,3.0,,,
26,easy,7,hidden,easy_p_hid_2ab13,2,a,,,1,3,,3,True,0.0,0.4,0.0,0.363525390625,1.5336909777224,0.0,0.0,0.0,prediction,b,3.0,,,
26,easy,8,visible,easy_p_vis_0b2b23,0,b,2.0,,2,3,,2,True,1.0,0.0,1.0,0.0,2.3978952727983707,,,,prediction,b,2.0,,,
26,easy,9,hidden,easy_p_hid_3ab21,3,a,,,2,1,,1,False,0.4,0.0,0.5,0.0,1.791759469228055,1.0,0.0,2.3978952727983707,prediction,b,2.0,,,
26,easy,10,hidden,easy_p_hid_2ab03,2,a,,,0,3,,0,False,0.0,0.4,0.0,0.363525390625,1.5336909777224,0.0,0.0,0.0,prediction,b,3.0,,,
26,easy,11,hidden,easy_p_hid_0ba30,0,b,,,3,0,,3,False,0.4,0.6,0.363525390625,0.63623046875,0.46268204288984877,0.363525390625,0.63623046875,0.46268204288984877,prediction,a,0.0,,,
26,easy,12,visible,easy_p_vis_3a1b30,3,a,1.0,,3,0,,3,False,0.0,1.0,0.0,1.0,2.3978952727983707,,,,prediction,b,0.0,,,
26,easy,13,hidden,easy_p_hid_3ba31,3,b,,,3,1,,1,True,0.0,0.6,0.0,0.5,1.791759469228055,0.0,0.5,1.791759469228055,prediction,a,1.0,,,
26,easy,14,hidden,easy_p_hid_2aa31,2,a,,,3,1,,1,True,0.0,0.24,0.0,0.1817626953125,1.035895024701061,0.0,0.0,0.0,prediction,a,1.0,,,
26,easy,15,visible,easy_p_vis_2a3a31,2,a,3.0,,3,1,,1,True,0.0,0.6,0.0,0.5,1.791759469228055,,,,prediction,a,1.0,,,
26,easy,16,visible,easy_p_vis_3a1a01,3,a,1.0,,0,1,,0,True,1.0,0.0,1.0,0.0,2.3978952727983707,,,,prediction,a,0.0,,,
26,easy,17,visible,easy_p_vis_1a0a20,1,a,0.0,,2,0,,2,True,1.0,0.0,1.0,0.0,2.3978952727983707,,,,prediction,a,2.0,,,
26,easy,18,hidden,easy_p_hid_1ba21,1,b,,,2,1,,2,True,1.0,0.0,1.0,0.0,2.3978952727983707,1.0,0.0,2.3978952727983707,prediction,a,2.0,,,
26,easy,19,visible,easy_p_vis_2b2a13,2,b,2.0,,1,3,,3,True,0.0,0.4,0.0,0.36363636363636365,1.5339303599259553,,,,prediction,a,3.0,,,
26,easy,20,hidden,easy_p_hid_3aa21,3,a,,,2,1,,1,False,0.4,0.0,0.5,0.0,1.791759469228055,1.0,0.0,2.3978952727983707,prediction,a,2.0,,,
27,hard,1,visible,hard_p_vis_0a3a30,0,a,3.0,,3,0,,0,True,0.0,0.4,0.0,0.5,1.791759469228055,,,,prediction,a,0.0,,,
27,hard,2,hidden,hard_p_hid_3aa03,3,a,,,0,3,,3,True,0.0,0.4,0.0,0.5,1.791759469228055,0.0,1.0,2.3978952727983707,prediction,a,3.0,,,
27,hard,3,visible,hard_p_vis_1a0a30,1,a,0.0,,3,0,,3,True,1.0,0.0,1.0,0.0,2.3978952727983707,,,,prediction,a,3.0,,,
27,hard,4,visible,hard_p_vis_2a2b03,2,a,2.0,,0,3,,3,False,0.4,0.0,0.42857142857142855,0.0,1.6650077635889111,,,,prediction,b,0.0,,,
27,hard,5,hidden,hard_p_hid_1ba32,1,b,,,3,2,,2,True,0.0,0.24,0.0,0.22216796875,1.1699028656291282,0.0,0.0,0.0,prediction,a,2.0,,,
27,hard,6,hidden,hard_p_hid_0aa10,0,a,,,1,0,,1,False,0.0,0.4,0.0,0.5,1.791759469228055,0.0,0.5,1.791759469228055,prediction,a,0.0,,,
27,hard,7,hidden,hard_p_hid_1aa32,1,a,,,3,2,,2,False,0.4,0.0,0.5,0.0,1.791759469228055,1.0,0.0,2.3978952727983707,prediction,a,3.0,,,
27,hard,8,visible,hard_p_vis_0a3b21,0,a,3.0,,2,1,,1,False,0.6,0.0,0.5714285714285714,0.0,1.9042374526547452,,,,prediction,b,2.0,,,
27,hard,9,hidden,hard_p_hid_3bb13,3,b,,,1,3,,1,True,0.36,0.16,0.326416015625,0.1837158203125,0.4074423277508046,0.5712890625,0.0,1.904029651810326,prediction,b,1.0,,,
27,hard,10,visible,hard_p_vis_3a0b30,3,a,0.0,,3,0,,3,True,1.0,0.0,1.0,0.0,2.3978952727983707,,,,prediction,b,3.0,,,
27,hard,11,visible,hard_p_vis_1b3b30,1,b,3.0,,3,0,,0,False,0.4,0.0,0.42857142857142855,0.0,1.6650077635889111,,,,prediction,b,3.0,,,
27,hard,12,hidden,hard_p_hid_3ab23,3,a,,,2,3,,3,True,0.0,0.4,0.0,0.5,1.791759469228055,0.0,1.0,2.3978952727983707,prediction,b,3.0,,,
27,hard,13,hidden,hard_p_hid_1ba30,1,b,,,3,0,,0,True,0.0,0.4,0.0,0.5,1.791759469228055,0.0,0.5,1.791759469228055,prediction,a,0.0,,,
27,hard,14,visible,hard_p_vis_2b1b10,2,b,1.0,,1,0,,1,True,0.6,0.0,0.5555555555555556,0.0,1.8803128665695001,,,,prediction,b,1.0,,,
27,hard,15,visible,hard_p_vis_0b3a21,0,b,3.0,,2,1,,2,True,0.6,0.0,0.5,0.0,1.791759469228055,,,,prediction,a,2.0,,,
27,hard,16,visible,hard_p_vis_2b1a31,2,b,1.0,,3,1,,3,False,0.0,0.6,0.0,0.5,1.791759469228055,,,,prediction,a,1.0,,,
27,hard,17,hidden,hard_p_hid_2ab12,2,a,,,1,2,,1,True,0.6,0.0,0.5712890625,0.0,1.904029651810326,0.5712890625,0.0,1.904029651810326,prediction,b,1.0,,,
27,hard,18,hidden,hard_p_hid_2aa23,2,a,,,2,3,,2,True,1.0,0.0,1.0,0.0,2.3978952727983707,1.0,0.0,2.3978952727983707,prediction,a,2.0,,,
27,hard,19,visible,hard_p_vis_3b2a12,3,b,2.0,,1,2,,2,True,0.0,1.0,0.0,1.0,2.3978952727983707,,,,prediction,a,2.0,,,
27,hard,20,hidden,hard_p_hid_2bb13,2,b,,,1,3,,1,False,0.36,0.64,0.3173828125,0.6826171875,0.628639855316997,0.5556640625,0.4443359375,0.18608196949808672,prediction,b,3.0,,,
28,easy,0,visible,easy_e_vis_0a2a0,0,a,2.0,0.0,,,,1,False,,,0.5714285714285714,0.0,1.9042374526547452,,,,explanation,a,,0.0,0.6,2.0
28,easy,1,visible,easy_e_vis_3a1a0,3,a,1.0,0.0,,,,2,False,,,0.0,0.6,1.9459101490553132,,,,explanation,a,,0.6,0.0,1.0
28,easy,2,visible,easy_e_vis_0a2b2,0,a,2.0,2.0,,,,2,True,,,1.0,0.0,2.3978952727983707,,,,explanation,b,,0.0,1.0,2.0
28,easy,3,hidden,easy_e_hid_3ba0,3,b,,0.0,,,,2,True,,,0.6,0.0,1.9459101490553132,1.0,0.0,2.3978952727983707,explanation,a,,-0.2,0.4,2.0
28,easy,4,visible,easy_e_vis_2a0b2,2,a,0.0,2.0,,,,2,False,,,0.0,0.5714285714285714,1.9042374526547452,,,,explanation,b,,0.6,0.0,1.0
28,easy,5,hidden,easy_e_hid_2bb2,2,b,,2.0,,,,1,False,,,0.5714285714285714,0.0,1.9042374526547452,1.0,0.0,2.3978952727983707,explanation,b,,0.4,1.0,2.0
28,easy,6,hidden,easy_e_hid_0aa0,0,a,,0.0,,,,1,False,,,0.5714285714285714,0.0,1.9042374526547452,0.5714285714285714,0.0,1.9042374526547452,explanation,a,,0.0,0.6,2.0
28,easy,7,hidden,easy_e_hid_3ab0,3,a,,0.0,,,,2,False,,,0.0,0.6,1.9459101490553132,0.0,1.0,2.3978952727983707,explanation,b,,0.6,0.0,1.0
28,easy,8,visible,easy_e_vis_3a1b0,3,a,1.0,0.0,,,,1,True,,,0.0,0.6,1.9459101490553132,,,,explanation,b,,0.6,0.0,1.0
28,easy,9,visible,easy_e_vis_2a0a2,2,a,0.0,2.0,,,,1,True,,,0.0,0.5714285714285714,1.9042374526547452,,,,explanation,a,,0.6,0.0,1.0
28,easy,10,hidden,easy_e_hid_0ba0,0,b,,0.0,,,,1,False,,,0.5714285714285714,0.0,1.9042374526547452,0.5714285714285714,0.0,1.9042374526547452,explanation,a,,0.0,0.6,2.0
28,easy,11,hidden,easy_e_hid_0aa3,0,a,,3.0,,,,2,True,,,0.42857142857142855,0.0,1.6650077635889111,0.42857142857142855,0.0,1.6650077635889111,explanation,a,,0.0,0.4,2.0
28,easy,12,hidden,easy_e_hid_3aa2,3,a,,2.0,,,,1,True,,,0.0,0.4,1.6094379124341003,0.0,0.0,0.0,explanation,a,,0.4,0.0,1.0
28,easy,13,visible,easy_e_vis_3a0a2,3,a,0.0,2.0,,,,2,False,,,0.0,0.4,1.6094379124341003,,,,explanation,a,,0.4,0.0,1.0
28,easy,14,hidden,easy_e_hid_2aa2,2,a,,2.0,,,,1,True,,,0.0,0.5714285714285714,1.9042374526547452,0.0,1.0,2.3978952727983707,explanation,a,,0.6,0.0,1.0
28,easy,15,visible,easy_e_vis_0b2a0,0,b,2.0,0.0,,,,1,False,,,0.5714285714285714,0.0,1.9042374526547452,,,,explanation,a,,0.0,0.6,2.0
28,easy,16,visible,easy_e_vis_0b2b2,0,b,2.0,2.0,,,,1,False,,,1.0,0.0,2.3978952727983707,,,,explanation,b,,0.0,1.0,2.0
28,easy,17,hidden,easy_e_hid_0bb2,0,b,,2.0,,,,2,True,,,1.0,0.0,2.3978952727983707,1.0,0.0,2.3978952727983707,explanation,b,,0.0,1.0,2.0
28,easy,18,hidden,easy_e_hid_3ab2,3,a,,2.0,,,,2,False,,,0.0,0.4,1.6094379124341003,0.0,0.0,0.0,explanation,b,,0.4,0.0,1.0
28,easy,19,visible,easy_e_vis_0b2a3,0,b,2.0,3.0,,,,1,False,,,0.42857142857142855,0.0,1.6650077635889111,,,,explanation,a,,0.0,0.4,2.0
29,easy,1,hidden,easy_p_hid_0ba30,0,b,,,3,0,,3,False,0.4,0.6,0.428466796875,0.5712890625,0.23921985967457804,0.428466796875,0.5712890625,0.23921985967457804,prediction,a,0.0,,,
29,easy,2,hidden,easy_p_hid_3ab21,3,a,,,2,1,,2,True,0.4,0.0,0.333251953125,0.0,1.4661492506759393,0.0,0.0,0.0,prediction,b,2.0,,,
29,easy,3,visible,easy_p_vis_1b0b21,1,b,0.0,,2,1,,2,True,1.0,0.0,1.0,0.0,2.3978952727983707,,,,prediction,b,2.0,,,
29,easy,4,hidden,easy_p_hid_2ba13,2,b,,,1,3,,1,False,0.0,0.4,0.0,0.428466796875,1.6648097921357479,0.0,0.428466796875,1.6648097921357479,prediction,a,3.0,,,
29,easy,5,hidden,easy_p_hid_3ba31,3,b,,,3,1,,1,True,0.0,0.6,0.0,0.66650390625,2.0366696085273603,0.0,0.66650390625,2.0366696085273603,prediction,a,1.0,,,
29,easy,6,hidden,easy_p_hid_2aa31,2,a,,,3,1,,1,True,0.0,0.24,0.0,0.28564453125,1.3497458556871962,0.0,0.0,0.0,prediction,a,1.0,,,
29,easy,7,visible,easy_p_vis_3a1a01,3,a,1.0,,0,1,,0,True,1.0,0.0,1.0,0.0,2.3978952727983707,,,,prediction,a,0.0,,,
29,easy,8,visible,easy_p_vis_3a1b30,3,a,1.0,,3,0,,0,True,0.0,1.0,0.0,1.0,2.3978952727983707,,,,prediction,b,0.0,,,
29,easy,9,visible,easy_p_vis_3b3b13,3,b,3.0,,1,3,,3,True,0.0,1.0,0.0,1.0,2.3978952727983707,,,,prediction,b,3.0,,,
29,easy,10,visible,easy_p_vis_1a0a20,1,a,0.0,,2,0,,0,False,1.0,0.0,1.0,0.0,2.3978952727983707,,,,prediction,a,2.0,,,
29,easy,11,visible,easy_p_vis_2a3a31,2,a,3.0,,3,1,,1,True,0.0,0.6,0.0,0.6666666666666666,2.0368819272610397,,,,prediction,a,1.0,,,
29,easy,12,visible,easy_p_vis_2b2a13,2,b,2.0,,1,3,,3,True,0.0,0.4,0.0,0.42857142857142855,1.6650077635889111,,,,prediction,a,3.0,,,
29,easy,13,hidden,easy_p_hid_3aa21,3,a,,,2,1,,1,False,0.4,0.0,0.333251953125,0.0,1.4661492506759393,0.0,0.0,0.0,prediction,a,2.0,,,
29,easy,14,hidden,easy_p_hid_2ab03,2,a,,,0,3,,3,True,0.0,0.4,0.0,0.428466796875,1.6648097921357479,0.0,0.0,0.0,prediction,b,3.0,,,
29,easy,15,hidden,easy_p_hid_2ab13,2,a,,,1,3,,1,False,0.0,0.4,0.0,0.428466796875,1.6648097921357479,0.0,0.0,0.0,prediction,b,3.0,,,
29,easy,16,visible,easy_p_vis_3b3a13,3,b,3.0,,1,3,,1,True,0.6,0.0,0.6666666666666666,0.0,2.03688192726104,,,,prediction,a,1.0,,,
29,easy,17,hidden,easy_p_hid_1ba21,1,b,,,2,1,,2,True,1.0,0.0,1.0,0.0,2.3978952727983707,1.0,0.0,2.3978952727983707,prediction,a,2.0,,,
29,easy,18,hidden,easy_p_hid_0aa10,0,a,,,1,0,,1,False,0.0,0.6,0.0,0.5712890625,1.9040296518103261,0.0,0.5712890625,1.9040296518103261,prediction,a,0.0,,,
29,easy,19,visible,easy_p_vis_0b2b23,0,b,2.0,,2,3,,2,True,1.0,0.0,1.0,0.0,2.3978952727983707,,,,prediction,b,2.0,,,
29,easy,20,visible,easy_p_vis_2a3a03,2,a,3.0,,0,3,,0,True,0.4,0.0,0.3333333333333333,0.0,1.466337068793427,,,,prediction,a,0.0,,,
30,easy,1,visible,easy_p_vis_3a1a01,3,a,1.0,,0,1,,0,True,1.0,0.0,1.0,0.0,2.3978952727983707,,,,prediction,a,0.0,,,
30,easy,2,hidden,easy_p_hid_0aa10,0,a,,,1,0,,1,False,0.0,0.6,0.0,0.66650390625,2.0366696085273603,0.0,0.66650390625,2.0366696085273603,prediction,a,0.0,,,
30,easy,3,hidden,easy_p_hid_3ab21,3,a,,,2,1,,2,True,0.4,0.0,0.5,0.0,1.791759469228055,1.0,0.0,2.3978952727983707,prediction,b,2.0,,,
30,easy,4,hidden,easy_p_hid_3aa21,3,a,,,2,1,,2,True,0.4,0.0,0.5,0.0,1.791759469228055,1.0,0.0,2.3978952727983707,prediction,a,2.0,,,
30,easy,5,visible,easy_p_vis_3a1b30,3,a,1.0,,3,0,,0,True,0.0,1.0,0.0,1.0,2.3978952727983707,,,,prediction,b,0.0,,,
30,easy,6,visible,easy_p_vis_2a3a31,2,a,3.0,,3,1,,1,True,0.0,0.6,0.0,0.5,1.791759469228055,,,,prediction,a,1.0,,,
30,easy,7,hidden,easy_p_hid_1ba21,1,b,,,2,1,,2,True,1.0,0.0,1.0,0.0,2.3978952727983707,1.0,0.0,2.3978952727983707,prediction,a,2.0,,,
30,easy,8,hidden,easy_p_hid_3ba31,3,b,,,3,1,,1,True,0.0,0.6,0.0,0.5,1.791759469228055,0.0,0.5,1.791759469228055,prediction,a,1.0,,,
30,easy,9,visible,easy_p_vis_1b0b21,1,b,0.0,,2,1,,2,True,1.0,0.0,1.0,0.0,2.3978952727983707,,,,prediction,b,2.0,,,
30,easy,10,visible,easy_p_vis_2b2a13,2,b,2.0,,1,3,,3,True,0.0,0.4,0.0,0.3333333333333333,1.466337068793427,,,,prediction,a,3.0,,,
30,easy,11,visible,easy_p_vis_3b3a13,3,b,3.0,,1,3,,1,True,0.6,0.0,0.5,0.0,1.791759469228055,,,,prediction,a,1.0,,,
30,easy,12,hidden,easy_p_hid_0ba30,0,b,,,3,0,,0,True,0.4,0.6,0.333251953125,0.66650390625,0.5705203578514212,0.333251953125,0.66650390625,0.5705203578514212,prediction,a,0.0,,,
30,easy,13,hidden,easy_p_hid_2ab03,2,a,,,0,3,,3,True,0.0,0.4,0.0,0.333251953125,1.4661492506759393,0.0,0.0,0.0,prediction,b,3.0,,,
30,easy,14,hidden,easy_p_hid_2aa31,2,a,,,3,1,,1,True,0.0,0.24,0.0,0.1666259765625,0.9806766534783845,0.0,0.0,0.0,prediction,a,1.0,,,
30,easy,15,hidden,easy_p_hid_2ab13,2,a,,,1,3,,1,False,0.0,0.4,0.0,0.333251953125,1.4661492506759393,0.0,0.0,0.0,prediction,b,3.0,,,
30,easy,16,visible,easy_p_vis_3b3b13,3,b,3.0,,1,3,,1,False,0.0,1.0,0.0,1.0,2.3978952727983707,,,,prediction,b,3.0,,,
30,easy,17,visible,easy_p_vis_0b2b23,0,b,2.0,,2,3,,2,True,1.0,0.0,1.0,0.0,2.3978952727983707,,,,prediction,b,2.0,,,
30,easy,18,visible,easy_p_vis_1a0a20,1,a,0.0,,2,0,,0,False,1.0,0.0,1.0,0.0,2.3978952727983707,,,,prediction,a,2.0,,,
30,easy,19,hidden,easy_p_hid_2ba13,2,b,,,1,3,,1,False,0.0,0.4,0.0,0.333251953125,1.4661492506759393,0.0,0.333251953125,1.4661492506759393,prediction,a,3.0,,,
30,easy,20,visible,easy_p_vis_2a3a03,2,a,3.0,,0,3,,0,True,0.4,0.0,0.5,0.0,1.791759469228055,,,,prediction,a,0.0,,,
31,hard,0,hidden,hard_e_hid_2ab1,2,a,,1.0,,,,1,False,,,0.3428571428571428,0.0,1.4880770554298328,0.6,0.0,1.9459101490553132,explanation,b,,0.24,0.6,2.0
31,hard,1,hidden,hard_e_hid_1aa0,1,a,,0.0,,,,2,True,,,0.6,0.0,1.9459101490553132,0.6666666666666666,0.0,2.03688192726104,explanation,a,,-0.16,0.24,2.0
31,hard,2,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,1,False,,,0.5,0.25,0.5389965007326871,0.0,0.0,0.0,explanation,a,,0.24,0.6,2.0
31,hard,3,visible,hard_e_vis_1a0a3,1,a,0.0,3.0,,,,1,True,,,0.0,0.6666666666666666,2.0368819272610397,,,,explanation,a,,0.4,0.0,1.0
31,hard,4,visible,hard_e_vis_1b3a2,1,b,3.0,2.0,,,,2,False,,,0.0,0.2,1.0986122886681098,,,,explanation,a,,0.24,0.0,1.0
31,hard,5,visible,hard_e_vis_3b2a2,3,b,2.0,2.0,,,,2,True,,,0.5,0.0,1.791759469228055,,,,explanation,a,,0.0,0.6,2.0
31,hard,6,hidden,hard_e_hid_0aa0,0,a,,0.0,,,,1,False,,,0.5,0.0,1.791759469228055,0.5,0.0,1.791759469228055,explanation,a,,0.0,0.4,2.0
31,hard,7,hidden,hard_e_hid_1ba2,1,b,,2.0,,,,1,True,,,0.0,0.2,1.0986122886681098,0.0,0.0,0.0,explanation,a,,0.24,0.0,1.0
31,hard,8,hidden,hard_e_hid_2ba1,2,b,,1.0,,,,2,False,,,0.0,0.3428571428571428,1.4880770554298328,0.0,0.6,1.9459101490553132,explanation,a,,0.36,0.0,1.0
31,hard,9,visible,hard_e_vis_3a0b3,3,a,0.0,3.0,,,,1,True,,,0.0,0.5,1.791759469228055,,,,explanation,b,,0.4,0.0,1.0
31,hard,10,hidden,hard_e_hid_3aa3,3,a,,3.0,,,,2,False,,,0.0,0.5,1.791759469228055,0.0,1.0,2.3978952727983707,explanation,a,,0.4,0.0,1.0
31,hard,11,visible,hard_e_vis_3b2b0,3,b,2.0,0.0,,,,2,True,,,0.21428571428571427,0.0,1.1451323043030026,,,,explanation,b,,0.0,0.24,2.0
31,hard,12,hidden,hard_e_hid_2bb3,2,b,,3.0,,,,1,True,,,0.0,0.42857142857142855,1.6650077635889111,0.0,0.0,0.0,explanation,b,,0.64,0.24,1.0
31,hard,13,visible,hard_e_vis_2b1b1,2,b,1.0,1.0,,,,2,False,,,0.0,0.19047619047619047,1.0663514264498881,,,,explanation,b,,0.36,0.0,1.0
31,hard,14,hidden,hard_e_hid_3bb3,3,b,,3.0,,,,2,True,,,0.5,0.0,1.791759469228055,1.0,0.0,2.3978952727983707,explanation,b,,-0.24,0.16,2.0
31,hard,15,hidden,hard_e_hid_1bb2,1,b,,2.0,,,,2,False,,,0.0,0.2,1.0986122886681098,0.0,0.0,0.0,explanation,b,,0.24,0.0,1.0
31,hard,16,visible,hard_e_vis_0b3b3,0,b,3.0,3.0,,,,1,False,,,0.5,0.0,1.791759469228055,,,,explanation,b,,0.0,0.4,2.0
31,hard,17,visible,hard_e_vis_0a3a0,0,a,3.0,0.0,,,,2,True,,,0.5,0.0,1.791759469228055,,,,explanation,a,,0.0,0.4,2.0
31,hard,18,visible,hard_e_vis_2b1a1,2,b,1.0,1.0,,,,2,False,,,0.0,0.3428571428571428,1.4880770554298328,,,,explanation,a,,0.36,0.0,1.0
31,hard,19,visible,hard_e_vis_3a2b1,3,a,2.0,1.0,,,,2,True,,,0.2857142857142857,0.0,1.3499267169490157,,,,explanation,b,,0.0,0.36,2.0
32,easy,0,visible,easy_e_vis_2a0b2,2,a,0.0,2.0,,,,2,False,,,0.0,0.6428571428571429,2.005333569526114,,,,explanation,b,,0.6,0.0,1.0
32,easy,1,hidden,easy_e_hid_0ba0,0,b,,0.0,,,,1,False,,,0.6428571428571429,0.0,2.005333569526114,0.6428571428571429,0.0,2.005333569526114,explanation,a,,0.0,0.6,2.0
32,easy,2,hidden,easy_e_hid_3ab0,3,a,,0.0,,,,2,False,,,0.3125,0.6,0.528844129268669,0.0,1.0,2.3978952727983707,explanation,b,,0.6,0.0,1.0
