condition,fsm,task,beta,sum_log_p,count
hidden_beta_an,easy,prediction,0.98,-261.89159386367623,15.0
hidden_beta_an,easy,prediction,1.0,-266.4861011957921,15.0
hidden_beta_an,easy,prediction,1.02,-271.0946245261252,15.0
hidden_beta_an,easy,prediction,1.04,-275.7167031602396,15.0
hidden_beta_an,easy,prediction,1.06,-280.3518939183949,15.0
hidden_beta_an,easy,prediction,1.08,-284.99976980519637,15.0
hidden_beta_an,easy,prediction,1.1,-289.6599188736037,15.0
hidden_beta_an,easy,prediction,1.12,-294.3319432517727,15.0
hidden_beta_an,easy,prediction,1.14,-299.0154583056866,15.0
hidden_beta_an,easy,prediction,1.16,-303.71009191550115,15.0
hidden_beta_an,easy,prediction,1.18,-308.415483846575,15.0
hidden_beta_an,easy,prediction,1.2,-313.1312851990791,15.0
hidden_beta_an,easy,prediction,1.22,-317.8571579236996,15.0
hidden_beta_an,easy,prediction,1.24,-322.592774391239,15.0
hidden_beta_an,easy,prediction,1.26,-327.33781700741235,15.0
hidden_beta_an,easy,prediction,1.28,-332.09197786521383,15.0
hidden_beta_an,easy,prediction,1.3,-336.8549584285137,15.0
hidden_beta_an,easy,prediction,1.32,-341.6264692403705,15.0
hidden_beta_an,easy,prediction,1.34,-346.4062296526947,15.0
hidden_beta_an,easy,prediction,1.36,-351.1939675748526,15.0
hidden_beta_an,easy,prediction,1.38,-355.98941923431596,15.0
hidden_beta_an,easy,prediction,1.4,-360.7923289513738,15.0
hidden_beta_an,easy,prediction,1.42,-365.6024489223467,15.0
hidden_beta_an,easy,prediction,1.44,-370.4195390122991,15.0
hidden_beta_an,easy,prediction,1.46,-375.2433665549658,15.0
hidden_beta_an,easy,prediction,1.48,-380.0737061556413,15.0
hidden_beta_an,easy,prediction,1.5,-384.9103395066621,15.0
hidden_beta_an,easy,prediction,1.52,-389.7530551968049,15.0
hidden_beta_an,easy,prediction,1.54,-394.60164853188076,15.0
hidden_beta_an,easy,prediction,1.56,-399.4559213628757,15.0
hidden_beta_an,easy,prediction,1.58,-404.31568190025007,15.0
hidden_beta_an,easy,prediction,1.6,-409.18074455960095,15.0
hidden_beta_an,easy,prediction,1.62,-414.05092977542915,15.0
hidden_beta_an,easy,prediction,1.64,-418.92606384868384,15.0
hidden_beta_an,easy,prediction,1.66,-423.8059787803749,15.0
hidden_beta_an,easy,prediction,1.68,-428.69051210565453,15.0
hidden_beta_an,easy,prediction,1.7,-433.57950676771407,15.0
hidden_beta_an,easy,prediction,1.72,-438.4728108942111,15.0
hidden_beta_an,easy,prediction,1.74,-443.3702777374564,15.0
hidden_beta_an,easy,prediction,1.76,-448.2717654624461,15.0
hidden_beta_an,easy,prediction,1.78,-453.17713700406966,15.0
hidden_beta_an,easy,prediction,1.8,-458.0862599499572,15.0
hidden_beta_an,easy,prediction,1.82,-462.9990064134649,15.0
hidden_beta_an,easy,prediction,1.84,-467.91525281614014,15.0
hidden_beta_an,easy,prediction,1.86,-472.8348798461336,15.0
hidden_beta_an,easy,prediction,1.88,-477.7577722678738,15.0
hidden_beta_an,easy,prediction,1.9,-482.6838188834087,15.0
hidden_beta_an,easy,prediction,1.92,-487.61291228486806,15.0
hidden_beta_an,easy,prediction,1.94,-492.544948744421,15.0
hidden_beta_an,easy,prediction,1.96,-497.47982814097196,15.0
hidden_beta_an,easy,prediction,1.98,-502.41745406258053,15.0
hidden_beta_an,easy,prediction,2.0,-507.3577331493326,15.0
hidden_beta_an,easy,prediction,2.02,-512.3005753480581,15.0
hidden_beta_an,easy,prediction,2.04,-517.2458940012048,15.0
hidden_beta_an,easy,prediction,2.06,-522.193605456398,15.0
hidden_beta_an,easy,prediction,2.08,-527.1436287729763,15.0
hidden_beta_an,easy,prediction,2.1,-532.0958859523951,15.0
hidden_beta_an,easy,prediction,2.12,-537.0503018518227,15.0
hidden_beta_an,easy,prediction,2.14,-542.0068039730826,15.0
hidden_beta_an,easy,prediction,2.16,-546.9653220800648,15.0
hidden_beta_an,easy,prediction,2.18,-551.9257887072475,15.0
hidden_beta_an,easy,prediction,2.2,-556.8881393999995,15.0
hidden_beta_an,easy,prediction,2.22,-561.8523111542416,15.0
hidden_beta_an,easy,prediction,2.24,-566.8182417083486,15.0
hidden_beta_an,easy,prediction,2.26,-571.7858763717367,15.0
hidden_beta_an,easy,prediction,2.28,-576.7551544285378,15.0
hidden_beta_an,easy,prediction,2.3,-581.7260247489246,15.0
hidden_beta_an,easy,prediction,2.32,-586.6984327272862,15.0
hidden_beta_an,easy,prediction,2.34,-591.6723293902978,15.0
hidden_beta_an,easy,prediction,2.36,-596.6476677425054,15.0
hidden_beta_an,easy,prediction,2.38,-601.6243969936096,15.0
hidden_beta_an,easy,prediction,2.4,-606.6024744769533,15.0
hidden_beta_an,easy,prediction,2.42,-611.5818548934692,15.0
hidden_beta_an,easy,prediction,2.44,-616.5624949630538,15.0
hidden_beta_an,easy,prediction,2.46,-621.5443598415076,15.0
hidden_beta_an,easy,prediction,2.48,-626.5274010312528,15.0
hidden_beta_an,easy,prediction,2.5,-631.5115917605026,15.0
hidden_beta_an,easy,prediction,2.52,-636.4968888645923,15.0
hidden_beta_an,easy,prediction,2.54,-641.4832464192464,15.0
hidden_beta_an,easy,prediction,2.56,-646.4706590219016,15.0
hidden_beta_an,easy,prediction,2.58,-651.4590786145969,15.0
hidden_beta_an,easy,prediction,2.6,-656.4484434185243,15.0
hidden_beta_an,easy,prediction,2.62,-661.4387830758603,15.0
hidden_beta_an,easy,prediction,2.64,-666.4300527968146,15.0
hidden_beta_an,easy,prediction,2.66,-671.4221675721673,15.0
hidden_beta_an,easy,prediction,2.68,-676.4151446445843,15.0
hidden_beta_an,easy,prediction,2.7,-681.4089482022289,15.0
hidden_beta_an,easy,prediction,2.72,-686.4035769054468,15.0
hidden_beta_an,easy,prediction,2.74,-691.3990016539076,15.0
hidden_beta_an,easy,prediction,2.76,-696.3952038195074,15.0
hidden_beta_an,easy,prediction,2.78,-701.3920975165302,15.0
hidden_beta_an,easy,prediction,2.8,-706.3897510565805,15.0
hidden_beta_an,easy,prediction,2.82,-711.3879752118631,15.0
hidden_beta_an,easy,prediction,2.84,-716.3868842701372,15.0
hidden_beta_an,easy,prediction,2.86,-721.3864043523604,15.0
hidden_beta_an,easy,prediction,2.88,-726.3869362960171,15.0
hidden_beta_an,easy,prediction,2.9,-731.3878587185962,15.0
hidden_beta_an,easy,prediction,2.92,-736.3890336305263,15.0
hidden_beta_an,easy,prediction,2.94,-741.391408152672,15.0
hidden_beta_an,easy,prediction,2.96,-746.3937496723132,15.0
hidden_beta_an,easy,prediction,2.98,-751.397414680808,15.0
hidden_beta_an,easy,prediction,3.0,-756.4009620866752,15.0
hidden_beta_an,easy,prediction,3.02,-761.4049287464209,15.0
hidden_beta_an,easy,prediction,3.04,-766.4094120579812,15.0
hidden_beta_an,easy,prediction,3.06,-771.41610455804,15.0
hidden_beta_an,easy,prediction,3.08,-776.4204215159283,15.0
hidden_beta_an,easy,prediction,3.1,-781.4255464870976,15.0
hidden_beta_an,easy,prediction,3.12,-786.4333902861438,15.0
hidden_beta_an,easy,prediction,3.14,-791.4392109579453,15.0
hidden_beta_an,easy,prediction,3.16,-796.4469500226713,15.0
hidden_beta_an,easy,prediction,3.18,-801.4559668447532,15.0
hidden_beta_an,easy,prediction,3.2,-806.4661348483482,15.0
hidden_beta_an,easy,prediction,3.22,-811.4710412950532,15.0
hidden_beta_an,easy,prediction,3.24,-816.4750322584746,15.0
hidden_beta_an,easy,prediction,3.26,-821.4902815669932,15.0
hidden_beta_an,easy,prediction,3.28,-826.5017727812841,15.0
hidden_beta_an,easy,prediction,3.3,-831.5128303171253,15.0
hidden_beta_an,easy,prediction,3.32,-836.5146863114425,15.0
hidden_beta_an,easy,prediction,3.34,-841.530800777172,15.0
hidden_beta_an,easy,prediction,3.36,-846.5409114564031,15.0
hidden_beta_an,easy,prediction,3.38,-851.5615367201127,15.0
hidden_beta_an,easy,prediction,3.4,-856.5510839471622,15.0
hidden_beta_an,easy,prediction,3.42,-861.5712395346085,15.0
hidden_beta_an,easy,prediction,3.44,-866.5972388092299,15.0
hidden_beta_an,easy,prediction,3.46,-871.6313444681055,15.0
hidden_beta_an,easy,prediction,3.48,-876.6202618487914,15.0
hidden_beta_an,easy,prediction,3.5,-881.6325675549497,15.0
hidden_beta_an,easy,prediction,3.52,-886.7168864218071,15.0
hidden_beta_an,easy,prediction,3.54,-891.6660970860024,15.0
hidden_beta_an,easy,prediction,3.56,-896.7083820171872,15.0
hidden_beta_an,easy,prediction,3.58,-901.7104313997204,15.0
hidden_beta_an,easy,prediction,3.6,-906.586088887607,15.0
hidden_beta_an,easy,prediction,3.62,-911.6602138261512,15.0
hidden_beta_an,easy,prediction,3.64,-916.491249855002,15.0
hidden_beta_an,easy,prediction,3.66,-921.8075712565084,15.0
hidden_beta_an,easy,prediction,3.68,-926.7384461926877,15.0
hidden_beta_an,easy,prediction,3.7,-931.8928180835984,15.0
hidden_beta_an,easy,prediction,3.72,-936.8076746487258,15.0
hidden_beta_an,easy,prediction,3.74,-941.2746665657493,15.0
hidden_beta_an,easy,prediction,3.76,-946.545399652745,15.0
hidden_beta_an,easy,prediction,3.78,-951.2308956120364,15.0
hidden_beta_an,easy,prediction,3.8,-957.1894860276846,15.0
hidden_beta_an,easy,prediction,3.82,-962.430359930226,15.0
hidden_beta_an,easy,prediction,3.84,-966.342334937458,15.0
hidden_beta_an,easy,prediction,3.86,-974.3748296874239,15.0
hidden_beta_an,easy,prediction,3.88,-978.2715960194436,15.0
hidden_beta_an,easy,prediction,3.9,-982.2394188849942,15.0
hidden_beta_an,easy,prediction,3.92,-986.1341893208975,15.0
hidden_beta_an,easy,prediction,3.94,-990.0633570565003,15.0
hidden_beta_an,easy,prediction,3.96,-993.8989527005556,15.0
hidden_beta_an,easy,prediction,3.98,-1002.0139003532256,15.0
visible_beta,hard,prediction,0.0,-103.9720770839918,15.0
visible_beta,hard,prediction,0.02,-105.32044407823894,15.0
visible_beta,hard,prediction,0.04,-107.66088077688723,15.0
visible_beta,hard,prediction,0.06,-110.97276289526404,15.0
visible_beta,hard,prediction,0.08,-115.22300508624569,15.0
visible_beta,hard,prediction,0.1,-120.36783165187585,15.0
visible_beta,hard,prediction,0.12,-126.35496553178612,15.0
visible_beta,hard,prediction,0.14,-133.126014203087,15.0
visible_beta,hard,prediction,0.16,-140.61884327054338,15.0
visible_beta,hard,prediction,0.18,-148.76976747663792,15.0
visible_beta,hard,prediction,0.2,-157.5154418754678,15.0
visible_beta,hard,prediction,0.22,-166.7943907115607,15.0
visible_beta,hard,prediction,0.24,-176.5481591254482,15.0
visible_beta,hard,prediction,0.26,-186.72210841022942,15.0
visible_beta,hard,prediction,0.28,-197.2658981412284,15.0
visible_beta,hard,prediction,0.3,-208.13370958418176,15.0
visible_beta,hard,prediction,0.32,-219.28426707008404,15.0
visible_beta,hard,prediction,0.34,-230.68071044768251,15.0
visible_beta,hard,prediction,0.36,-242.2903648592362,15.0
visible_beta,hard,prediction,0.38,-254.08444588292144,15.0
visible_beta,hard,prediction,0.4,-266.03772985670787,15.0
visible_beta,hard,prediction,0.42,-278.1282117124627,15.0
visible_beta,hard,prediction,0.44,-290.3367662721782,15.0
visible_beta,hard,prediction,0.46,-302.6468237894345,15.0
visible_beta,hard,prediction,0.48,-315.0440664980553,15.0
visible_beta,hard,prediction,0.5,-327.516149914918,15.0
visible_beta,hard,prediction,0.52,-340.0524504639899,15.0
visible_beta,hard,prediction,0.54,-352.64383947370123,15.0
visible_beta,hard,prediction,0.56,-365.282482596625,15.0
visible_beta,hard,prediction,0.58,-377.96166307947533,15.0
visible_beta,hard,prediction,0.6,-390.67562696786075,15.0
visible_beta,hard,prediction,0.62,-403.4194481818779,15.0
visible_beta,hard,prediction,0.64,-416.18891138298613,15.0
visible_beta,hard,prediction,0.66,-428.98041062333425,15.0
visible_beta,hard,prediction,0.68,-441.7908618919933,15.0
visible_beta,hard,prediction,0.7,-454.6176278245854,15.0
visible_beta,hard,prediction,0.72,-467.45845300707816,15.0
visible_beta,hard,prediction,0.74,-480.3114084700786,15.0
visible_beta,hard,prediction,0.76,-493.174844129634,15.0
visible_beta,hard,prediction,0.78,-506.0473480802714,15.0
visible_beta,hard,prediction,0.8,-518.9277117834123,15.0
visible_beta,hard,prediction,0.82,-531.8149003184868,15.0
visible_beta,hard,prediction,0.84,-544.7080269749958,15.0
visible_beta,hard,prediction,0.86,-557.6063315619156,15.0
visible_beta,hard,prediction,0.88,-570.509161897162,15.0
visible_beta,hard,prediction,0.9,-583.4159580151012,15.0
visible_beta,hard,prediction,0.92,-596.3262386956067,15.0
visible_beta,hard,prediction,0.94,-609.2395899749678,15.0
visible_beta,hard,prediction,0.96,-622.1556553476928,15.0
visible_beta,hard,prediction,0.98,-635.0741274108391,15.0
visible_beta,hard,prediction,1.0,-647.994740737988,15.0
visible_beta,hard,prediction,1.02,-660.9172658023081,15.0
visible_beta,hard,prediction,1.04,-673.8415037927906,15.0
visible_beta,hard,prediction,1.06,-686.7672821930606,15.0
visible_beta,hard,prediction,1.08,-699.6944510091258,15.0
visible_beta,hard,prediction,1.1,-712.6228795506123,15.0
visible_beta,hard,prediction,1.12,-725.5524536840471,15.0
visible_beta,hard,prediction,1.14,-738.483073487615,15.0
visible_beta,hard,prediction,1.16,-751.4146512493255,15.0
visible_beta,hard,prediction,1.18,-764.3471097569126,15.0
visible_beta,hard,prediction,1.2,-777.2803808362994,15.0
visible_beta,hard,prediction,1.22,-790.2144041044567,15.0
visible_beta,hard,prediction,1.24,-803.1491259008842,15.0
visible_beta,hard,prediction,1.26,-816.0844983749413,15.0
visible_beta,hard,prediction,1.28,-829.0204787045689,15.0
visible_beta,hard,prediction,1.3,-841.9570284290135,15.0
visible_beta,hard,prediction,1.32,-854.8941128746987,15.0
visible_beta,hard,prediction,1.34,-867.83170066296,15.0
visible_beta,hard,prediction,1.36,-880.7697632935691,15.0
visible_beta,hard,prediction,1.38,-893.7082747799719,15.0
visible_beta,hard,prediction,1.4,-906.647211340356,15.0
visible_beta,hard,prediction,1.42,-919.586551129639,15.0
visible_beta,hard,prediction,1.44,-932.5262740112623,15.0
visible_beta,hard,prediction,1.46,-945.466361361936,15.0
visible_beta,hard,prediction,1.48,-958.4067958926707,15.0
visible_beta,hard,prediction,1.5,-971.3475615184469,15.0
visible_beta,hard,prediction,1.52,-984.2886432116283,15.0
visible_beta,hard,prediction,1.54,-997.2300268975974,15.0
visible_beta,hard,prediction,1.56,-1010.1716993779132,15.0
visible_beta,hard,prediction,1.58,-1023.1136482071836,15.0
visible_beta,hard,prediction,1.6,-1036.0558616763003,15.0
visible_beta,hard,prediction,1.62,-1048.9983286911904,15.0
visible_beta,hard,prediction,1.64,-1061.9410387525957,15.0
visible_beta,hard,prediction,1.66,-1074.8839819054335,15.0
visible_beta,hard,prediction,1.68,-1087.8271486612155,15.0
visible_beta,hard,prediction,1.7,-1100.7705300773177,15.0
visible_beta,hard,prediction,1.72,-1113.7141174838193,15.0
visible_beta,hard,prediction,1.74,-1126.657902746,15.0
visible_beta,hard,prediction,1.76,-1139.6018780688903,15.0
visible_beta,hard,prediction,1.78,-1152.5460359223302,15.0
visible_beta,hard,prediction,1.8,-1165.4903691708414,15.0
visible_beta,hard,prediction,1.82,-1178.4348710414195,15.0
visible_beta,hard,prediction,1.84,-1191.3795348765611,15.0
visible_beta,hard,prediction,1.86,-1204.3243544070044,15.0
visible_beta,hard,prediction,1.88,-1217.2693235161623,15.0
visible_beta,hard,prediction,1.9,-1230.2144366671753,15.0
visible_beta,hard,prediction,1.92,-1243.1596882285926,15.0
visible_beta,hard,prediction,1.94,-1256.10507274393,15.0
visible_beta,hard,prediction,1.96,-1269.0505849100136,15.0
visible_beta,hard,prediction,1.98,-1281.9962205216063,15.0
visible_beta,hard,prediction,2.0,-1294.9419742469047,15.0
visible_beta,hard,prediction,2.02,-1307.8878412851186,15.0
visible_beta,hard,prediction,2.04,-1320.8338177752307,15.0
visible_beta,hard,prediction,2.06,-1333.7798998363612,15.0
visible_beta,hard,prediction,2.08,-1346.726082994245,15.0
visible_beta,hard,prediction,2.1,-1359.6723631823622,15.0
visible_beta,hard,prediction,2.12,-1372.6187368335181,15.0
visible_beta,hard,prediction,2.14,-1385.565200686837,15.0
visible_beta,hard,prediction,2.16,-1398.5117501539908,15.0
visible_beta,hard,prediction,2.18,-1411.458382192456,15.0
visible_beta,hard,prediction,2.2,-1424.4050958369135,15.0
visible_beta,hard,prediction,2.22,-1437.3518872787886,15.0
visible_beta,hard,prediction,2.24,-1450.2987471739468,15.0
visible_beta,hard,prediction,2.26,-1463.2456865758058,15.0
visible_beta,hard,prediction,2.28,-1476.1926864291945,15.0
visible_beta,hard,prediction,2.3,-1489.139756055097,15.0
visible_beta,hard,prediction,2.32,-1502.0868843278392,15.0
visible_beta,hard,prediction,2.34,-1515.0340748012295,15.0
visible_beta,hard,prediction,2.36,-1527.98133161584,15.0
visible_beta,hard,prediction,2.38,-1540.9286375151507,15.0
visible_beta,hard,prediction,2.4,-1553.8760014247678,15.0
visible_beta,hard,prediction,2.42,-1566.8234148936713,15.0
visible_beta,hard,prediction,2.44,-1579.7708709175606,15.0
visible_beta,hard,prediction,2.46,-1592.7183901478759,15.0
visible_beta,hard,prediction,2.48,-1605.6659354021401,15.0
visible_beta,hard,prediction,2.5,-1618.613545626426,15.0
visible_beta,hard,prediction,2.52,-1631.5611945614353,15.0
visible_beta,hard,prediction,2.54,-1644.5088417735942,15.0
visible_beta,hard,prediction,2.56,-1657.456589297479,15.0
visible_beta,hard,prediction,2.58,-1670.4043803184825,15.0
visible_beta,hard,prediction,2.6,-1683.3521023320814,15.0
visible_beta,hard,prediction,2.62,-1696.2999735405203,15.0
visible_beta,hard,prediction,2.64,-1709.2479348365341,15.0
visible_beta,hard,prediction,2.66,-1722.195769855587,15.0
visible_beta,hard,prediction,2.68,-1735.143664169856,15.0
visible_beta,hard,prediction,2.7,-1748.0915629833753,15.0
visible_beta,hard,prediction,2.72,-1761.0395459524366,15.0
visible_beta,hard,prediction,2.74,-1773.987625506416,15.0
visible_beta,hard,prediction,2.76,-1786.9357684221359,15.0
visible_beta,hard,prediction,2.78,-1799.8838040768467,15.0
visible_beta,hard,prediction,2.8,-1812.8320192883398,15.0
visible_beta,hard,prediction,2.82,-1825.7798202729548,15.0
visible_beta,hard,prediction,2.84,-1838.7276897593952,15.0
visible_beta,hard,prediction,2.86,-1851.6754305272111,15.0
visible_beta,hard,prediction,2.88,-1864.624545608642,15.0
visible_beta,hard,prediction,2.9,-1877.572898247448,15.0
visible_beta,hard,prediction,2.92,-1890.5200074999984,15.0
visible_beta,hard,prediction,2.94,-1903.469329444972,15.0
visible_beta,hard,prediction,2.96,-1916.4166811343737,15.0
visible_beta,hard,prediction,2.98,-1929.366720341544,15.0
visible_beta,hard,prediction,3.0,-1942.3144171259394,15.0
visible_beta,hard,prediction,3.02,-1955.2618579413001,15.0
visible_beta,hard,prediction,3.04,-1968.2092647949949,15.0
visible_beta,hard,prediction,3.06,-1981.162922397541,15.0
visible_beta,hard,prediction,3.08,-1994.1061402449266,15.0
visible_beta,hard,prediction,3.1,-2007.0510645349689,15.0
visible_beta,hard,prediction,3.12,-2020.0040991647193,15.0
visible_beta,hard,prediction,3.14,-2032.9477786249213,15.0
visible_beta,hard,prediction,3.16,-2045.8968202512224,15.0
visible_beta,hard,prediction,3.18,-2058.8495234994334,15.0
visible_beta,hard,prediction,3.2,-2071.8051402865513,15.0
visible_beta,hard,prediction,3.22,-2084.7402863967263,15.0
visible_beta,hard,prediction,3.24,-2097.6698688561232,15.0
visible_beta,hard,prediction,3.26,-2110.6399399447696,15.0
visible_beta,hard,prediction,3.28,-2123.594876919027,15.0
visible_beta,hard,prediction,3.3,-2136.546378231368,15.0
visible_beta,hard,prediction,3.32,-2149.462579370641,15.0
visible_beta,hard,prediction,3.34,-2162.430185671998,15.0
visible_beta,hard,prediction,3.36,-2175.3762159236603,15.0
visible_beta,hard,prediction,3.38,-2188.3591822659846,15.0
visible_beta,hard,prediction,3.4,-2201.2248616564298,15.0
