participant_id,fsm,task,condition,beta_max,p_correct_r3
89,easy,prediction,visible_mm,0.24,0.8084546514385326
89,easy,prediction,visible_fsm,0.25,0.8175744761936437
89,easy,prediction,hidden_mm,0.28,0.8429045311145473
89,easy,prediction,hidden_fsm,0.29,0.8506870654691562
89,easy,prediction,hidden_an_mm,0.3,0.8581489350995122
89,easy,prediction,hidden_an_fsm,0.29,0.8506870654691562
90,easy,prediction,visible_mm,0.99,0.9973748797433399
90,easy,prediction,visible_fsm,0.99,0.9973748797433399
90,easy,prediction,hidden_mm,0.0,0.5
90,easy,prediction,hidden_fsm,0.04,0.5597136492671929
90,easy,prediction,hidden_an_mm,0.07,0.6034832498647262
90,easy,prediction,hidden_an_fsm,0.1,0.6456563062257955
92,easy,prediction,visible_mm,0.1,0.6456563062257955
92,easy,prediction,visible_fsm,0.12,0.6726070170677604
92,easy,prediction,hidden_mm,0.0,0.5
92,easy,prediction,hidden_fsm,0.0,0.5
92,easy,prediction,hidden_an_mm,0.0,0.5
92,easy,prediction,hidden_an_fsm,0.0,0.5
94,easy,prediction,visible_mm,0.99,0.9973748797433399
94,easy,prediction,visible_fsm,0.99,0.9973748797433399
94,easy,prediction,hidden_mm,0.07,0.6034832498647262
94,easy,prediction,hidden_fsm,0.07,0.6034832498647262
94,easy,prediction,hidden_an_mm,0.0,0.5
94,easy,prediction,hidden_an_fsm,0.0,0.5
95,easy,prediction,visible_mm,0.16,0.7231218051243898
95,easy,prediction,visible_fsm,0.16,0.7231218051243898
95,easy,prediction,hidden_mm,0.01,0.5149955016194101
95,easy,prediction,hidden_fsm,0.0,0.5
95,easy,prediction,hidden_an_mm,0.03,0.5448788923735801
95,easy,prediction,hidden_an_fsm,0.03,0.5448788923735801
96,easy,prediction,visible_mm,0.07,0.6034832498647262
96,easy,prediction,visible_fsm,0.1,0.6456563062257955
96,easy,prediction,hidden_mm,0.03,0.5448788923735801
96,easy,prediction,hidden_fsm,0.03,0.5448788923735801
96,easy,prediction,hidden_an_mm,0.1,0.6456563062257955
96,easy,prediction,hidden_an_fsm,0.03,0.5448788923735801
97,hard,prediction,visible_mm,0.0,0.5
97,hard,prediction,visible_fsm,0.0,0.5
97,hard,prediction,hidden_mm,0.01,0.5149955016194101
97,hard,prediction,hidden_fsm,0.0,0.5
97,hard,prediction,hidden_an_mm,0.06,0.5890404340586651
97,hard,prediction,hidden_an_fsm,0.06,0.5890404340586651
