participant_id,fsm_type,trial_number,trial_type,trial_id,state_1,response_1,state_2,state_3,option_1,option_2,control_correct,response,response_correct,option_1_p,option_2_p,option_1_p_mm,option_2_p_mm,R_i_mm_eps_0.1,response_correct_mm,option_1_p_mm_an,option_2_p_mm_an,R_i_mm_an_eps_0.1,response_correct_mm_an,task,response_2,prediction_correct,explanation_1_decrease,explanation_2_decrease,explanation_correct
56,hard,16,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,2,True,,,0.5772916666666666,0.08877314814814816,1.2775559825850102,1.0,0.875,0.025,2.0541237336955462,1.0,explanation,a,,0.24,0.6,2.0
56,hard,17,hidden,hard_e_hid_2bb3,2,b,,3.0,,,,1,True,,,0.07424768518518518,0.39979166666666666,1.053713579820025,1.0,0.025,0.05,0.1823215567939547,1.0,explanation,b,,0.64,0.24,1.0
56,hard,18,hidden,hard_e_hid_0aa0,0,a,,0.0,,,,1,False,,,0.29739583333333336,0.09438657407407407,0.7150840190083838,0.0,0.325,0.08333333333333333,0.84078317936601,0.0,explanation,a,,0.0,0.4,2.0
56,hard,19,visible,hard_e_vis_2b1b1,2,b,1.0,1.0,,,,1,True,,,0.024305555555555556,0.23625000000000002,0.9951122386632032,1.0,,,,,explanation,b,,0.36,0.0,1.0
57,hard,0,hidden,hard_e_hid_1aa0,1,a,,0.0,,,,2,True,,,0.35099206349206347,0.05651041666666667,1.0583271738336937,1.0,0.375,0.03571428571428571,1.2527629684953678,1.0,explanation,a,,-0.16,0.24,2.0
57,hard,1,hidden,hard_e_hid_2bb3,2,b,,3.0,,,,2,False,,,0.07011408730158729,0.36961805555555555,1.015450402836574,0.0,0.03125,0.041666666666666664,0.07637297878457397,0.0,explanation,b,,0.64,0.24,1.0
57,hard,2,visible,hard_e_vis_3b2a2,3,b,2.0,2.0,,,,1,False,,,0.49652777777777773,0.018973214285714284,1.6122274306573954,0.0,,,,,explanation,a,,0.0,0.6,2.0
57,hard,3,hidden,hard_e_hid_3bb3,3,b,,3.0,,,,2,True,,,0.3624627976190476,0.0621031746031746,1.048333103360041,1.0,0.03125,0.027777777777777776,0.026811257450656985,1.0,explanation,b,,-0.24,0.16,2.0
57,hard,4,visible,hard_e_vis_3a0b3,3,a,0.0,3.0,,,,2,False,,,0.030357142857142853,0.31875,1.1669961467379426,0.0,,,,,explanation,b,,0.4,0.0,1.0
57,hard,5,hidden,hard_e_hid_2ab1,2,a,,1.0,,,,1,False,,,0.3605747767857143,0.04305555555555555,1.1692421690391397,0.0,0.6071428571428571,0.027777777777777776,1.7109400624863462,0.0,explanation,b,,0.24,0.6,2.0
57,hard,6,visible,hard_e_vis_0a3a0,0,a,3.0,0.0,,,,2,True,,,0.31875,0.030357142857142853,1.1669961467379426,1.0,,,,,explanation,a,,0.0,0.4,2.0
57,hard,7,visible,hard_e_vis_2b1b1,2,b,1.0,1.0,,,,2,False,,,0.016865079365079364,0.28776041666666663,1.199367564516064,0.0,,,,,explanation,b,,0.36,0.0,1.0
57,hard,8,hidden,hard_e_hid_1ba2,1,b,,2.0,,,,2,False,,,0.10208333333333333,0.21973852040816327,0.45882338445813503,0.0,0.041666666666666664,0.03571428571428571,0.042925044717033844,1.0,explanation,a,,0.24,0.0,1.0
57,hard,9,visible,hard_e_vis_1a0a3,1,a,0.0,3.0,,,,1,True,,,0.030357142857142853,0.31875,1.1669961467379426,1.0,,,,,explanation,a,,0.4,0.0,1.0
57,hard,10,hidden,hard_e_hid_2ba1,2,b,,1.0,,,,1,True,,,0.04305555555555555,0.3605747767857143,1.1692421690391395,1.0,0.027777777777777776,0.6071428571428571,1.7109400624863462,1.0,explanation,a,,0.36,0.0,1.0
57,hard,11,hidden,hard_e_hid_3aa3,3,a,,3.0,,,,2,False,,,0.0621031746031746,0.3624627976190476,1.048333103360041,0.0,0.027777777777777776,0.03125,0.02681125745065693,0.0,explanation,a,,0.4,0.0,1.0
57,hard,12,visible,hard_e_vis_3b2b0,3,b,2.0,0.0,,,,2,True,,,0.22005208333333331,0.016865079365079364,1.00746364139809,1.0,,,,,explanation,b,,0.0,0.24,2.0
57,hard,13,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,1,False,,,0.5395833333333333,0.2171875,0.7013238409971906,0.0,0.9166666666666666,0.03125,2.0471806794616145,0.0,explanation,a,,0.24,0.6,2.0
57,hard,14,visible,hard_e_vis_1b3a2,1,b,3.0,2.0,,,,2,False,,,0.02256944444444444,0.1951530612244898,0.8788163106058631,0.0,,,,,explanation,a,,0.24,0.0,1.0
57,hard,15,visible,hard_e_vis_2b1a1,2,b,1.0,1.0,,,,1,True,,,0.015046296296296294,0.32254464285714285,1.3009604809418194,1.0,,,,,explanation,a,,0.36,0.0,1.0
57,hard,16,hidden,hard_e_hid_0aa0,0,a,,0.0,,,,2,True,,,0.34138888888888885,0.05495535714285714,1.0467892640738594,1.0,0.375,0.03571428571428571,1.2527629684953678,1.0,explanation,a,,0.0,0.4,2.0
57,hard,17,visible,hard_e_vis_0b3b3,0,b,3.0,3.0,,,,2,True,,,0.27321428571428574,0.035416666666666666,1.0137963022419154,1.0,,,,,explanation,b,,0.0,0.4,2.0
57,hard,18,visible,hard_e_vis_3a2b1,3,a,2.0,1.0,,,,2,True,,,0.32254464285714285,0.015046296296296294,1.3009604809418194,1.0,,,,,explanation,b,,0.0,0.36,2.0
57,hard,19,hidden,hard_e_hid_1bb2,1,b,,2.0,,,,1,True,,,0.06469494047619048,0.23392857142857143,0.7068321950303366,1.0,0.03571428571428571,0.041666666666666664,0.04292504471703377,1.0,explanation,b,,0.24,0.0,1.0
58,hard,0,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,2,True,,,0.5032242063492063,0.22945601851851855,0.604846080202659,1.0,0.85,0.027777777777777776,2.00616934057351,1.0,explanation,a,,0.24,0.6,2.0
58,hard,1,hidden,hard_e_hid_1bb2,1,b,,2.0,,,,2,False,,,0.06535218253968253,0.20390625,0.6086416268319738,0.0,0.0625,0.03571428571428571,0.18012616623051883,1.0,explanation,b,,0.24,0.0,1.0
58,hard,2,hidden,hard_e_hid_1aa0,1,a,,0.0,,,,2,True,,,0.41328125000000004,0.053447420634920625,1.2074659687852092,1.0,0.4642857142857143,0.0625,1.2448827070700619,1.0,explanation,a,,-0.16,0.24,2.0
58,hard,3,visible,hard_e_vis_0b3b3,0,b,3.0,3.0,,,,2,True,,,0.3069444444444444,0.033854166666666664,1.1119257771335738,1.0,,,,,explanation,b,,0.0,0.4,2.0
58,hard,4,hidden,hard_e_hid_0aa0,0,a,,0.0,,,,2,True,,,0.33995535714285713,0.04079861111111111,1.1393426813182135,1.0,0.375,0.027777777777777776,1.3130221600135648,1.0,explanation,a,,0.0,0.4,2.0
58,hard,5,hidden,hard_e_hid_3bb3,3,b,,3.0,,,,2,True,,,0.34649884259259256,0.06881613756613757,0.9726266288479162,1.0,0.027777777777777776,0.05,0.16034265007517964,0.0,explanation,b,,-0.24,0.16,2.0
58,hard,6,visible,hard_e_vis_2b1b1,2,b,1.0,1.0,,,,2,False,,,0.0328125,0.32242063492063494,1.1570632236914664,0.0,,,,,explanation,b,,0.36,0.0,1.0
58,hard,7,hidden,hard_e_hid_2ab1,2,a,,1.0,,,,2,True,,,0.49141589506172834,0.07029761904761907,1.2449718774229417,1.0,0.65625,0.05,1.6177367152487954,1.0,explanation,b,,0.24,0.6,2.0
58,hard,8,visible,hard_e_vis_3a0b3,3,a,0.0,3.0,,,,2,False,,,0.022569444444444444,0.31875,1.2285963203538337,0.0,,,,,explanation,b,,0.4,0.0,1.0
58,hard,9,visible,hard_e_vis_3a2b1,3,a,2.0,1.0,,,,2,True,,,0.4050925925925926,0.027083333333333334,1.3798987248834855,1.0,,,,,explanation,b,,0.0,0.36,2.0
58,hard,10,hidden,hard_e_hid_2ba1,2,b,,1.0,,,,2,False,,,0.07029761904761907,0.49141589506172834,1.2449718774229417,0.0,0.05,0.65625,1.6177367152487954,0.0,explanation,a,,0.36,0.0,1.0
58,hard,11,visible,hard_e_vis_1a0a3,1,a,0.0,3.0,,,,2,False,,,0.0265625,0.37723214285714285,1.3272667878572386,0.0,,,,,explanation,a,,0.4,0.0,1.0
58,hard,12,hidden,hard_e_hid_3aa3,3,a,,3.0,,,,2,False,,,0.06881613756613757,0.34649884259259256,0.9726266288479162,0.0,0.05,0.027777777777777776,0.16034265007517967,1.0,explanation,a,,0.4,0.0,1.0
58,hard,13,visible,hard_e_vis_0a3a0,0,a,3.0,0.0,,,,2,True,,,0.3046875,0.02361111111111111,1.1859747276237813,1.0,,,,,explanation,a,,0.0,0.4,2.0
58,hard,14,visible,hard_e_vis_3b2a2,3,b,2.0,2.0,,,,2,True,,,0.46041666666666664,0.016203703703703703,1.5733358372463293,1.0,,,,,explanation,a,,0.0,0.6,2.0
58,hard,15,hidden,hard_e_hid_2bb3,2,b,,3.0,,,,2,False,,,0.09635416666666667,0.2398478835978836,0.5485781149054202,0.0,0.027777777777777776,0.03571428571428571,0.06025919151819708,0.0,explanation,b,,0.64,0.24,1.0
58,hard,16,visible,hard_e_vis_3b2b0,3,b,2.0,0.0,,,,2,True,,,0.13541666666666666,0.02916666666666667,0.6002534336672488,1.0,,,,,explanation,b,,0.0,0.24,2.0
58,hard,17,hidden,hard_e_hid_1ba2,1,b,,2.0,,,,2,False,,,0.0894982993197279,0.18739149305555555,0.4164653236231989,0.0,0.05,0.03125,0.13353139262452277,1.0,explanation,a,,0.24,0.0,1.0
58,hard,18,visible,hard_e_vis_1b3a2,1,b,3.0,2.0,,,,2,False,,,0.019345238095238092,0.1640625,0.7941653642200365,0.0,,,,,explanation,a,,0.24,0.0,1.0
58,hard,19,visible,hard_e_vis_2b1a1,2,b,1.0,1.0,,,,2,False,,,0.023214285714285715,0.45572916666666663,1.5063560654118615,0.0,,,,,explanation,a,,0.36,0.0,1.0
59,hard,0,hidden,hard_e_hid_1ba2,1,b,,2.0,,,,2,False,,,0.11669146825396826,0.21343537414965988,0.36911865922430637,0.0,0.041666666666666664,0.03571428571428571,0.042925044717033844,1.0,explanation,a,,0.24,0.0,1.0
59,hard,1,visible,hard_e_vis_3a0b3,3,a,0.0,3.0,,,,2,False,,,0.020833333333333332,0.06770833333333333,0.32781417387809847,0.0,,,,,explanation,b,,0.4,0.0,1.0
59,hard,2,visible,hard_e_vis_1b3a2,1,b,3.0,2.0,,,,2,False,,,0.03125,0.18750000000000003,0.7841189587656721,0.0,,,,,explanation,a,,0.24,0.0,1.0
59,hard,3,visible,hard_e_vis_2b1a1,2,b,1.0,1.0,,,,1,True,,,0.009672619047619046,0.3686224489795918,1.4522976937584762,1.0,,,,,explanation,a,,0.36,0.0,1.0
59,hard,4,hidden,hard_e_hid_2ba1,2,b,,1.0,,,,1,True,,,0.029177295918367346,0.41808390022675734,1.3889513509730729,1.0,0.017857142857142856,0.6071428571428571,1.791759469228055,1.0,explanation,a,,0.36,0.0,1.0
59,hard,5,hidden,hard_e_hid_1bb2,1,b,,2.0,,,,1,True,,,0.0763888888888889,0.30240221088435376,0.8247609595852207,1.0,0.03571428571428571,0.041666666666666664,0.04292504471703377,1.0,explanation,b,,0.24,0.0,1.0
59,hard,6,hidden,hard_e_hid_1aa0,1,a,,0.0,,,,1,False,,,0.25733418367346933,0.06514550264550265,0.7718445131146363,0.0,0.375,0.03571428571428571,1.2527629684953678,0.0,explanation,a,,-0.16,0.24,2.0
59,hard,7,visible,hard_e_vis_0a3a0,0,a,3.0,0.0,,,,2,True,,,0.0625,0.022569444444444444,0.2820002389843499,1.0,,,,,explanation,a,,0.0,0.4,2.0
59,hard,8,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,2,True,,,0.7810019841269842,0.2347883597883598,0.9675613077104765,1.0,0.9464285714285714,0.03571428571428571,2.0425864492906816,1.0,explanation,a,,0.24,0.6,2.0
59,hard,9,visible,hard_e_vis_3b2b0,3,b,2.0,0.0,,,,2,True,,,0.2410714285714286,0.010416666666666666,1.1278308346672496,1.0,,,,,explanation,b,,0.0,0.24,2.0
59,hard,10,visible,hard_e_vis_0b3b3,0,b,3.0,3.0,,,,2,True,,,0.2934027777777778,0.0625,0.8841559651103595,1.0,,,,,explanation,b,,0.0,0.4,2.0
59,hard,11,visible,hard_e_vis_1a0a3,1,a,0.0,3.0,,,,1,True,,,0.02901785714285714,0.28125,1.0835045056761377,1.0,,,,,explanation,a,,0.4,0.0,1.0
59,hard,12,visible,hard_e_vis_3a2b1,3,a,2.0,1.0,,,,2,True,,,0.3541666666666667,0.013392857142857142,1.3876058367177015,1.0,,,,,explanation,b,,0.0,0.36,2.0
59,hard,13,hidden,hard_e_hid_3aa3,3,a,,3.0,,,,2,False,,,0.0642361111111111,0.14616402116402116,0.4046929721067308,0.0,0.017857142857142856,0.03571428571428571,0.14107859825990562,0.0,explanation,a,,0.4,0.0,1.0
59,hard,14,hidden,hard_e_hid_0aa0,0,a,,0.0,,,,2,True,,,0.10044642857142858,0.05009920634920635,0.28925057073017235,1.0,0.08333333333333333,0.027777777777777776,0.36101334553733067,1.0,explanation,a,,0.0,0.4,2.0
59,hard,15,visible,hard_e_vis_2b1b1,2,b,1.0,1.0,,,,1,True,,,0.010841836734693876,0.32886904761904756,1.3530473311213334,1.0,,,,,explanation,b,,0.36,0.0,1.0
59,hard,16,hidden,hard_e_hid_3bb3,3,b,,3.0,,,,2,True,,,0.14616402116402116,0.0642361111111111,0.4046929721067307,1.0,0.03571428571428571,0.017857142857142856,0.1410785982599056,1.0,explanation,b,,-0.24,0.16,2.0
59,hard,17,hidden,hard_e_hid_2bb3,2,b,,3.0,,,,1,True,,,0.05938208616780045,0.2900722789115647,0.8950276753409712,1.0,0.03571428571428571,0.041666666666666664,0.04292504471703377,1.0,explanation,b,,0.64,0.24,1.0
59,hard,18,visible,hard_e_vis_3b2a2,3,b,2.0,2.0,,,,2,True,,,0.7098214285714286,0.020833333333333332,1.9024015791815136,1.0,,,,,explanation,a,,0.0,0.6,2.0
59,hard,19,hidden,hard_e_hid_2ab1,2,a,,1.0,,,,2,True,,,0.41808390022675734,0.029177295918367346,1.3889513509730729,1.0,0.6071428571428571,0.017857142857142856,1.791759469228055,1.0,explanation,b,,0.24,0.6,2.0
60,hard,0,hidden,hard_e_hid_2ab1,2,a,,1.0,,,,1,False,,,0.29762731481481486,0.062165178571428566,0.8968997350717227,0.0,0.45,0.041666666666666664,1.3564413979702095,0.0,explanation,b,,0.24,0.6,2.0
60,hard,1,hidden,hard_e_hid_2bb3,2,b,,3.0,,,,2,False,,,0.09539930555555555,0.32732308201058197,0.7824951738309762,0.0,0.027777777777777776,0.03125,0.02681125745065693,0.0,explanation,b,,0.64,0.24,1.0
60,hard,2,hidden,hard_e_hid_1bb2,1,b,,2.0,,,,2,False,,,0.06434461805555555,0.3335267857142857,0.969988031007173,0.0,0.05,0.03125,0.13353139262452277,1.0,explanation,b,,0.24,0.0,1.0
60,hard,3,visible,hard_e_vis_3b2b0,3,b,2.0,0.0,,,,2,True,,,0.21924603174603172,0.022135416666666664,0.9608316630624621,1.0,,,,,explanation,b,,0.0,0.24,2.0
60,hard,4,hidden,hard_e_hid_1aa0,1,a,,0.0,,,,2,True,,,0.3320386904761905,0.059136284722222224,0.9987541738150517,1.0,0.40625,0.05,1.216395324324493,1.0,explanation,a,,-0.16,0.24,2.0
60,hard,5,visible,hard_e_vis_0a3a0,0,a,3.0,0.0,,,,2,True,,,0.27321428571428574,0.0265625,1.081416489916895,1.0,,,,,explanation,a,,0.0,0.4,2.0
60,hard,6,hidden,hard_e_hid_0aa0,0,a,,0.0,,,,1,False,,,0.2981101190476191,0.049618055555555554,0.9786428975655325,0.0,0.32142857142857145,0.03125,1.1665463988068192,0.0,explanation,a,,0.0,0.4,2.0
60,hard,7,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,2,True,,,0.5701211734693877,0.23370225694444444,0.6972094028289528,1.0,0.875,0.027777777777777776,2.032144826976771,1.0,explanation,a,,0.24,0.6,2.0
60,hard,8,visible,hard_e_vis_2b1b1,2,b,1.0,1.0,,,,2,False,,,0.01875,0.30989583333333337,1.2388826194629625,0.0,,,,,explanation,b,,0.36,0.0,1.0
60,hard,9,visible,hard_e_vis_3b2a2,3,b,2.0,2.0,,,,1,False,,,0.53125,0.014756944444444444,1.704885615445683,0.0,,,,,explanation,a,,0.0,0.6,2.0
60,hard,10,visible,hard_e_vis_1b3a2,1,b,3.0,2.0,,,,1,True,,,0.018973214285714284,0.2390625,1.0472860784299283,1.0,,,,,explanation,a,,0.24,0.0,1.0
60,hard,11,hidden,hard_e_hid_3bb3,3,b,,3.0,,,,2,True,,,0.3206597222222222,0.06418340773809524,0.9408401032942822,1.0,0.027777777777777776,0.041666666666666664,0.10318423623523088,0.0,explanation,b,,-0.24,0.16,2.0
60,hard,12,visible,hard_e_vis_0b3b3,0,b,3.0,3.0,,,,1,False,,,0.34531249999999997,0.030357142857142853,1.2284983464957366,0.0,,,,,explanation,b,,0.0,0.4,2.0
60,hard,13,visible,hard_e_vis_3a0b3,3,a,0.0,3.0,,,,2,False,,,0.0265625,0.27321428571428574,1.081416489916895,0.0,,,,,explanation,b,,0.4,0.0,1.0
60,hard,14,visible,hard_e_vis_1a0a3,1,a,0.0,3.0,,,,2,False,,,0.0425,0.34531249999999997,1.1394342831883646,0.0,,,,,explanation,a,,0.4,0.0,1.0
60,hard,15,visible,hard_e_vis_2b1a1,2,b,1.0,1.0,,,,2,False,,,0.022135416666666664,0.2625,1.087894072448086,0.0,,,,,explanation,a,,0.36,0.0,1.0
60,hard,16,hidden,hard_e_hid_2ba1,2,b,,1.0,,,,1,True,,,0.062165178571428566,0.29762731481481486,0.8968997350717226,1.0,0.041666666666666664,0.45,1.3564413979702095,1.0,explanation,a,,0.36,0.0,1.0
60,hard,17,visible,hard_e_vis_3a2b1,3,a,2.0,1.0,,,,2,True,,,0.30989583333333337,0.025297619047619044,1.1852112026704447,1.0,,,,,explanation,b,,0.0,0.36,2.0
60,hard,18,hidden,hard_e_hid_3aa3,3,a,,3.0,,,,2,False,,,0.06418340773809524,0.3206597222222222,0.9408401032942822,0.0,0.041666666666666664,0.027777777777777776,0.1031842362352308,1.0,explanation,a,,0.4,0.0,1.0
60,hard,19,hidden,hard_e_hid_1ba2,1,b,,2.0,,,,2,False,,,0.08323102678571428,0.2654513888888889,0.6903854733244392,0.0,0.03125,0.05,0.13353139262452274,0.0,explanation,a,,0.24,0.0,1.0
61,hard,0,visible,hard_e_vis_2b1b1,2,b,1.0,1.0,,,,2,False,,,0.018055555555555554,0.3541666666666667,1.347308914406937,0.0,,,,,explanation,b,,0.36,0.0,1.0
61,hard,1,hidden,hard_e_hid_2bb3,2,b,,3.0,,,,2,False,,,0.07353670634920634,0.2925595238095238,0.8162990377594184,0.0,0.03571428571428571,0.027777777777777776,0.060259191518196954,1.0,explanation,b,,0.64,0.24,1.0
61,hard,2,visible,hard_e_vis_3b2a2,3,b,2.0,2.0,,,,1,False,,,0.49652777777777773,0.018973214285714284,1.6122274306573954,0.0,,,,,explanation,a,,0.0,0.6,2.0
61,hard,3,hidden,hard_e_hid_1ba2,1,b,,2.0,,,,2,False,,,0.07476851851851851,0.1702232142857143,0.4357859900376873,0.0,0.027777777777777776,0.05,0.16034265007517964,0.0,explanation,a,,0.24,0.0,1.0
61,hard,4,hidden,hard_e_hid_2ba1,2,b,,1.0,,,,2,False,,,0.04421296296296296,0.43753188775510204,1.3156969677666668,0.0,0.027777777777777776,0.65,1.7697805625092797,0.0,explanation,a,,0.36,0.0,1.0
61,hard,5,hidden,hard_e_hid_2ab1,2,a,,1.0,,,,2,True,,,0.43753188775510204,0.04421296296296296,1.3156969677666668,1.0,0.65,0.027777777777777776,1.7697805625092797,1.0,explanation,b,,0.24,0.6,2.0
61,hard,6,visible,hard_e_vis_3b2b0,3,b,2.0,0.0,,,,2,True,,,0.17410714285714285,0.014756944444444444,0.8707026971363075,1.0,,,,,explanation,b,,0.0,0.24,2.0
61,hard,7,visible,hard_e_vis_1a0a3,1,a,0.0,3.0,,,,2,False,,,0.0425,0.2934027777777778,1.0154919671714464,0.0,,,,,explanation,a,,0.4,0.0,1.0
61,hard,8,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,2,True,,,0.5390046296296296,0.2383091517857143,0.635951571769126,1.0,0.9166666666666666,0.03571428571428571,2.013732745394074,1.0,explanation,a,,0.24,0.6,2.0
61,hard,9,visible,hard_e_vis_3a0b3,3,a,0.0,3.0,,,,2,False,,,0.025390625,0.31875,1.2058402185007313,0.0,,,,,explanation,b,,0.4,0.0,1.0
61,hard,10,hidden,hard_e_hid_3bb3,3,b,,3.0,,,,2,True,,,0.3513764880952381,0.05911458333333333,1.0426771838249644,1.0,0.03571428571428571,0.027777777777777776,0.060259191518196954,1.0,explanation,b,,-0.24,0.16,2.0
61,hard,11,hidden,hard_e_hid_1bb2,1,b,,2.0,,,,2,False,,,0.06748511904761906,0.20180555555555554,0.5888884484226913,0.0,0.05,0.027777777777777776,0.16034265007517967,1.0,explanation,b,,0.24,0.0,1.0
61,hard,12,visible,hard_e_vis_1b3a2,1,b,3.0,2.0,,,,2,False,,,0.015046296296296294,0.1328125,0.704898784733269,0.0,,,,,explanation,a,,0.24,0.0,1.0
61,hard,13,hidden,hard_e_hid_0aa0,0,a,,0.0,,,,2,True,,,0.33211805555555557,0.04825892857142858,1.0697385651440396,1.0,0.375,0.03125,1.286210902562908,1.0,explanation,a,,0.0,0.4,2.0
61,hard,14,visible,hard_e_vis_2b1a1,2,b,1.0,1.0,,,,1,True,,,0.016203703703703703,0.39464285714285713,1.4484912840045703,1.0,,,,,explanation,a,,0.36,0.0,1.0
61,hard,15,visible,hard_e_vis_3a2b1,3,a,2.0,1.0,,,,2,True,,,0.32254464285714285,0.015046296296296294,1.3009604809418194,1.0,,,,,explanation,b,,0.0,0.36,2.0
61,hard,16,visible,hard_e_vis_0b3b3,0,b,3.0,3.0,,,,2,True,,,0.34531249999999997,0.033854166666666664,1.2020253840415405,1.0,,,,,explanation,b,,0.0,0.4,2.0
61,hard,17,hidden,hard_e_hid_1aa0,1,a,,0.0,,,,2,True,,,0.3323611111111111,0.0615327380952381,0.98455330963631,1.0,0.3611111111111111,0.05,1.123003741792269,1.0,explanation,a,,-0.16,0.24,2.0
61,hard,18,hidden,hard_e_hid_3aa3,3,a,,3.0,,,,2,False,,,0.05911458333333333,0.3513764880952381,1.0426771838249644,0.0,0.027777777777777776,0.03571428571428571,0.06025919151819708,0.0,explanation,a,,0.4,0.0,1.0
61,hard,19,visible,hard_e_vis_0a3a0,0,a,3.0,0.0,,,,2,True,,,0.3046875,0.0265625,1.162378907027099,1.0,,,,,explanation,a,,0.0,0.4,2.0
62,hard,0,visible,hard_e_vis_3b2a2,3,b,2.0,2.0,,,,2,True,,,0.53125,0.015046296296296294,1.7023673567489597,1.0,,,,,explanation,a,,0.0,0.6,2.0
62,hard,1,hidden,hard_e_hid_3aa3,3,a,,3.0,,,,2,False,,,0.07432208994708994,0.28472222222222227,0.7916168934537027,0.0,0.041666666666666664,0.027777777777777776,0.1031842362352308,1.0,explanation,a,,0.4,0.0,1.0
62,hard,2,hidden,hard_e_hid_1bb2,1,b,,2.0,,,,1,True,,,0.07021604938271604,0.2806712962962963,0.8048677544837735,1.0,0.041666666666666664,0.027777777777777776,0.1031842362352308,0.0,explanation,b,,0.24,0.0,1.0
62,hard,3,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,1,False,,,0.565405328798186,0.22337962962962962,0.7215694149646305,0.0,0.875,0.027777777777777776,2.032144826976771,0.0,explanation,a,,0.24,0.6,2.0
62,hard,4,hidden,hard_e_hid_1ba2,1,b,,2.0,,,,2,False,,,0.07027116402116401,0.23032407407407407,0.6626819664860083,0.0,0.027777777777777776,0.041666666666666664,0.10318423623523088,0.0,explanation,a,,0.24,0.0,1.0
62,hard,5,visible,hard_e_vis_1a0a3,1,a,0.0,3.0,,,,2,False,,,0.03720238095238095,0.2708333333333333,0.9942956563507499,0.0,,,,,explanation,a,,0.4,0.0,1.0
62,hard,6,hidden,hard_e_hid_3bb3,3,b,,3.0,,,,1,False,,,0.28472222222222227,0.07432208994708994,0.7916168934537027,0.0,0.027777777777777776,0.041666666666666664,0.10318423623523088,1.0,explanation,b,,-0.24,0.16,2.0
62,hard,7,visible,hard_e_vis_0a3a0,0,a,3.0,0.0,,,,2,True,,,0.2410714285714286,0.03720238095238095,0.9106348542780363,1.0,,,,,explanation,a,,0.0,0.4,2.0
62,hard,8,visible,hard_e_vis_3b2b0,3,b,2.0,0.0,,,,1,False,,,0.21924603174603172,0.02256944444444444,0.9572843021236636,0.0,,,,,explanation,b,,0.0,0.24,2.0
62,hard,9,hidden,hard_e_hid_0aa0,0,a,,0.0,,,,2,True,,,0.2776124338624339,0.054563492063492064,0.8932633986028449,1.0,0.32142857142857145,0.041666666666666664,1.0901734200222453,1.0,explanation,a,,0.0,0.4,2.0
62,hard,10,hidden,hard_e_hid_2ab1,2,a,,1.0,,,,2,True,,,0.36342592592592593,0.06374007936507936,1.0403662689691218,1.0,0.5416666666666666,0.041666666666666664,1.5105920777974677,1.0,explanation,b,,0.24,0.6,2.0
62,hard,11,visible,hard_e_vis_2b1b1,2,b,1.0,1.0,,,,1,True,,,0.02256944444444444,0.34027777777777785,1.2787280780638748,1.0,,,,,explanation,b,,0.36,0.0,1.0
62,hard,12,visible,hard_e_vis_2b1a1,2,b,1.0,1.0,,,,1,True,,,0.024305555555555556,0.3159722222222222,1.2078757922746943,1.0,,,,,explanation,a,,0.36,0.0,1.0
62,hard,13,visible,hard_e_vis_3a0b3,3,a,0.0,3.0,,,,1,True,,,0.03125,0.2869897959183674,1.081294424074428,1.0,,,,,explanation,b,,0.4,0.0,1.0
62,hard,14,hidden,hard_e_hid_2ba1,2,b,,1.0,,,,1,True,,,0.06374007936507936,0.36342592592592593,1.0403662689691218,1.0,0.041666666666666664,0.5416666666666666,1.5105920777974677,1.0,explanation,a,,0.36,0.0,1.0
62,hard,15,visible,hard_e_vis_3a2b1,3,a,2.0,1.0,,,,2,True,,,0.3159722222222222,0.025297619047619044,1.1999266248202713,1.0,,,,,explanation,b,,0.0,0.36,2.0
62,hard,16,visible,hard_e_vis_1b3a2,1,b,3.0,2.0,,,,2,False,,,0.016865079365079364,0.203125,0.9531251601234382,0.0,,,,,explanation,a,,0.24,0.0,1.0
62,hard,17,visible,hard_e_vis_0b3b3,0,b,3.0,3.0,,,,1,False,,,0.3348214285714286,0.026785714285714284,1.232437065481329,0.0,,,,,explanation,b,,0.0,0.4,2.0
62,hard,18,hidden,hard_e_hid_1aa0,1,a,,0.0,,,,2,True,,,0.31936177248677244,0.06558641975308642,0.9292407339468551,1.0,0.3611111111111111,0.041666666666666664,1.1801621556322175,1.0,explanation,a,,-0.16,0.24,2.0
62,hard,19,hidden,hard_e_hid_2bb3,2,b,,3.0,,,,2,False,,,0.08680555555555555,0.34077380952380953,0.858463574278756,0.0,0.027777777777777776,0.027777777777777776,0.0,,explanation,b,,0.64,0.24,1.0
63,hard,0,hidden,hard_c_hid_23-ba-ab,2,,,3.0,ba,ab,ba,ba,True,0.4,0.0,0.36961137820512824,0.05726304945054945,1.0939856202737885,1.0,0.041666666666666664,0.03125,0.07637297878457396,1.0,control,,,,,
63,hard,1,hidden,hard_c_hid_00-aa-bb,0,,,0.0,aa,bb,aa,bb,False,0.4,0.0,0.40471153846153846,0.07105654761904762,1.0819928654367947,0.0,0.45,0.03571428571428571,1.3993664426872434,0.0,control,,,,,
63,hard,2,visible,hard_c_vis_0b3,0,b,3.0,3.0,a,b,b,b,True,0.0,0.4,0.05,0.32142857142857145,1.0330150061822965,1.0,,,,,control,,,,,
