"participant_id","fsm_number","trial_number","state_current","response_current","state_next","state_1","response_1","state_2","response_2","state_3","response_time","response_time_lessThan300ms","trial_id"
3,21,18,0,"a",2,1,"a",0,"a",2,1215.17300002385,0,"0a2"
3,21,19,2,"a",0,0,"a",2,"a",0,949.989000000001,0,"2a0"
3,21,20,0,"a",2,2,"a",0,"a",2,727.407999999996,0,"0a2"
3,21,21,2,"b",2,0,"a",2,"b",2,1109.005,0,"2b2"
3,21,22,2,"b",2,2,"b",2,"b",2,920.373999976146,0,"2b2"
3,21,23,2,"b",2,2,"b",2,"b",2,641.988000023848,0,"2b2"
3,21,24,2,"a",0,2,"b",2,"a",0,1138.58300004769,0,"2a0"
3,21,25,0,"b",2,2,"a",0,"b",2,2234.98600004768,0,"0b2"
3,21,26,2,"b",2,0,"b",2,"b",2,1337.31200000001,0,"2b2"
3,21,27,2,"a",0,2,"b",2,"a",0,761.910000071512,0,"2a0"
3,21,28,0,"a",2,2,"a",0,"a",2,1177.56099999999,0,"0a2"
