"participant_id","state_current","response_current","state_next","state_next_n","state_next_p"
26,1,"b",2,0,0
26,1,"b",3,0,0
26,2,"a",0,7,0.636363636363636
26,2,"a",1,0,0
26,2,"a",2,0,0
26,2,"a",3,4,0.363636363636364
26,2,"b",0,0,0
26,2,"b",1,0,0
26,2,"b",2,11,1
26,2,"b",3,0,0
26,3,"a",0,2,0.5
26,3,"a",1,2,0.5
26,3,"a",2,0,0
26,3,"a",3,0,0
26,3,"b",0,0,0
26,3,"b",1,0,0
26,3,"b",2,0,0
26,3,"b",3,5,1
27,0,"a",0,0,0
27,0,"a",1,0,0
27,0,"a",2,0,0
27,0,"a",3,4,1
27,0,"b",0,0,0
27,0,"b",1,0,0
27,0,"b",2,0,0
27,0,"b",3,2,1
27,1,"a",0,1,0.5
27,1,"a",1,1,0.5
27,1,"a",2,0,0
27,1,"a",3,0,0
27,1,"b",0,0,0
27,1,"b",1,5,0.555555555555556
27,1,"b",2,0,0
27,1,"b",3,4,0.444444444444444
27,2,"a",0,0,0
27,2,"a",1,0,0
27,2,"a",2,8,1
27,2,"a",3,0,0
27,2,"b",0,3,0.428571428571429
27,2,"b",1,4,0.571428571428571
27,2,"b",2,0,0
27,2,"b",3,0,0
27,3,"a",0,3,0.5
27,3,"a",1,0,0
27,3,"a",2,3,0.5
27,3,"a",3,0,0
27,3,"b",0,0,0
27,3,"b",1,0,0
27,3,"b",2,4,0.571428571428571
27,3,"b",3,3,0.428571428571429
28,0,"a",0,0,0
28,0,"a",1,0,0
28,0,"a",2,7,1
28,0,"a",3,0,0
28,0,"b",0,0,0
28,0,"b",1,0,0
28,0,"b",2,6,1
28,0,"b",3,0,0
28,1,"a",0,1,1
28,1,"a",1,0,0
28,1,"a",2,0,0
28,1,"a",3,0,0
28,1,"b",0,2,1
28,1,"b",1,0,0
28,1,"b",2,0,0
28,1,"b",3,0,0
28,2,"a",0,8,0.571428571428571
28,2,"a",1,0,0
28,2,"a",2,0,0
28,2,"a",3,6,0.428571428571429
28,2,"b",0,0,0
28,2,"b",1,0,0
28,2,"b",2,5,1
28,2,"b",3,0,0
28,3,"a",0,2,0.4
28,3,"a",1,3,0.6
28,3,"a",2,0,0
28,3,"a",3,0,0
28,3,"b",0,0,0
28,3,"b",1,0,0
28,3,"b",2,0,0
28,3,"b",3,5,1
29,0,"a",0,0,0
29,0,"a",1,0,0
29,0,"a",2,9,1
29,0,"a",3,0,0
29,0,"b",0,0,0
29,0,"b",1,0,0
29,0,"b",2,5,1
29,0,"b",3,0,0
29,1,"a",0,3,1
29,1,"a",1,0,0
29,1,"a",2,0,0
29,1,"a",3,0,0
29,1,"b",0,1,1
29,1,"b",1,0,0
29,1,"b",2,0,0
29,1,"b",3,0,0
29,2,"a",0,8,0.571428571428571
29,2,"a",1,0,0
29,2,"a",2,0,0
