participant_id,fsm_number,fsm_type,test_condition,learning_condition,trial_number,trial_type,state_1,response_1,state_2,response_2,state_3,option_1,option_2,correctResponse,response,response_correct,response_time
31,21.0,easy,explanation,Experiment 1 (no preview),3,hidden,3.0,a,,b,0.0,,,1.0,2,0.0,11900.0
31,21.0,easy,explanation,Experiment 1 (no preview),4,hidden,0.0,b,,b,2.0,,,2.0,2,1.0,3749.0
31,21.0,easy,explanation,Experiment 1 (no preview),5,visible,3.0,a,0.0,a,2.0,,,1.0,1,1.0,8183.0
31,21.0,easy,explanation,Experiment 1 (no preview),6,hidden,2.0,b,,b,2.0,,,2.0,1,0.0,9118.0
31,21.0,easy,explanation,Experiment 1 (no preview),7,visible,0.0,b,2.0,b,2.0,,,2.0,2,1.0,3403.0
31,21.0,easy,explanation,Experiment 1 (no preview),8,hidden,0.0,a,,a,3.0,,,2.0,2,1.0,2822.0
31,21.0,easy,explanation,Experiment 1 (no preview),9,hidden,2.0,a,,a,2.0,,,1.0,1,1.0,3407.0
31,21.0,easy,explanation,Experiment 1 (no preview),10,visible,0.0,a,2.0,b,2.0,,,2.0,1,0.0,2924.000000000058
31,21.0,easy,explanation,Experiment 1 (no preview),11,hidden,0.0,a,,a,0.0,,,2.0,2,1.0,9476.000000000058
31,21.0,easy,explanation,Experiment 1 (no preview),12,visible,0.0,a,2.0,a,0.0,,,2.0,1,0.0,1526.0000000000582
31,21.0,easy,explanation,Experiment 1 (no preview),13,visible,3.0,a,1.0,a,0.0,,,1.0,2,0.0,2760.0
31,21.0,easy,explanation,Experiment 1 (no preview),14,visible,2.0,a,0.0,a,2.0,,,1.0,2,0.0,3544.0
31,21.0,easy,explanation,Experiment 1 (no preview),15,visible,0.0,b,2.0,a,0.0,,,2.0,2,1.0,6727.0
31,21.0,easy,explanation,Experiment 1 (no preview),16,hidden,3.0,a,,b,2.0,,,1.0,1,1.0,3127.0
31,21.0,easy,explanation,Experiment 1 (no preview),17,visible,3.0,a,1.0,b,0.0,,,1.0,1,1.0,1544.0
